,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
"I rarely hold a grudge, even against people who have badly wronged me.",0.23049686264887748,-0.1157294079931012,0.016848968867385832,0.19841599457066156,-0.13547136223921424,-0.04641483077439178,0.10405830235086666,-0.09985771949317099,0.15458642135921377,0.12013657643344701,-0.09476965358083371,0.03959118868442048,0.08888782073719285,-0.05420293017034041,0.07776291360988848,-0.12325058205467966,-0.09303500933689535,-0.16019334833662904,0.0003508246896705978,0.17936291756282963,-0.03250123763764228,0.2848014459048881,0.07233890657236439
"I rarely, if ever, have trouble sleeping due to stress or anxiety.",0.050864346707633394,-0.16210171217294364,0.19689119853584786,-0.029129152149157674,0.05832261990500437,-0.05075749784914923,-0.026129158485525085,0.04821790852956648,0.16850591504581572,0.01059402432498332,0.06111615201045428,0.0016860532476879178,-0.010628054855066292,0.08807191584413863,0.027888781062053846,-0.04712591825563031,-0.0720368476431781,0.3011074893819186,-0.017078728946914323,0.05755602130085554,-0.0626609694985791,0.08731720010541782,0.04552577447362817
I remain unemotional even in situations where most people get very sentimental.,0.1444208609489059,-0.11107259495465552,-0.01190771100803709,-0.07346207385975044,0.05214658895444332,-0.029109192531647423,0.02118883790543187,0.0015889892341095571,-0.09792554508286769,0.04024054249933268,0.07115240783554387,0.20457021546674653,0.027517305248958998,-0.026351581714245852,-0.0708513121564521,-0.021664936614953525,0.10072755764575325,0.01777462201673747,-0.09811200402531048,-0.007827809244205515,0.03882349530574694,0.034717131192847084,0.07827565924645455
I sometimes can't help worrying about little things.,-0.06776763087833128,-0.0048235652037854565,-0.15232976146672306,-0.03965428199068118,0.055862014760792285,0.031442920198116266,0.10559456079686097,-0.032528432885752016,0.050931647345449124,-0.07600599412991259,-0.024666628573884162,-0.043481637032813845,-0.12989899739685928,-0.01884865520008624,0.05189276114594184,-0.04546155687145352,0.10674546263772562,0.03396957679422297,0.013746087583739764,-0.06513224275558939,-0.13376943285846207,-0.11766017261655853,-0.024060892823949253
I sometimes feel that I am a worthless person.,-0.051119569838158664,0.02934855551262417,0.06111747760034398,-0.29048195030759044,-0.20589942776419648,-0.04835545216205372,-0.16846465355932386,0.11223522688896326,-0.049964780518628134,-0.009498500397656404,0.08088783615186494,0.10778375543172693,-0.03794883087522493,-0.0018196190038174053,0.051008018611065964,-0.05089408488347111,0.006802526496637543,0.1676957893015782,-0.06516650788684777,0.10596165360829031,0.020382466588223732,-0.15849760762510157,0.10445522791253924
I tend to be lenient in judging other people.,-0.05239286095648984,-0.06643105177265995,-0.06391566762500671,-0.003946590539089079,0.0636736846206277,-0.15544903197065582,-0.1070501253883208,-0.023139978683079085,-0.021543405890852373,0.007448908267242654,0.07115978730188653,-0.07449283290782156,-0.15212387353962528,0.09313578768323022,-0.14793963274139663,0.01625718491964239,-0.05019834293955958,-0.055859843078273796,-0.04916839329459315,-0.0531276546806899,-0.008521695520152637,-0.026617433610441433,0.11882454259133916
I tend to feel quite self-conscious when speaking in front of a group of people.,-0.12774253668944838,-0.04355885729422219,-0.11251647099630209,0.0274170271339953,0.0181572988315585,0.10783167225961661,0.12742663359092346,0.0463735474778439,0.04137708340475685,0.05907990804015777,0.03214881112029187,0.2531902840347754,-0.13057433896401394,-0.021528662872642688,-0.004778724068485603,0.06260585639625849,-0.002519586859805443,-0.08391901872713745,-0.02091806776532359,0.051434021207878364,-0.027152525359868982,-0.039736436301623684,0.013653032764038826
I think of myself as a somewhat eccentric person.,0.04547443635117638,-0.03798255723569805,0.09285401804502191,-0.059102482447536124,-0.07603263603353398,0.06647183137853141,0.08091213153331578,0.21783191002615612,0.001023170068215491,-0.11402902321670808,0.0547322105199419,-0.043419533050903965,-0.06728007761619308,0.05450026943315003,0.13407746569038484,-0.16349308835897294,0.0525679582786242,0.001271956623674876,0.022886034870104856,0.047645223751947664,-0.012932660107929641,-0.051029214366647035,-0.06925250341424781
I think that I am entitled to more respect than the average person is.,0.23492589834641722,0.019569248483044147,0.06241569658313836,-0.002742630432630847,-0.04645563616443396,-0.07025809976580327,-0.03369148604340201,-0.020080343875079395,-0.13803538623962597,-0.042024442231946915,0.02263943835070523,-0.013404772172185333,0.09384185746660842,-0.002744950415716088,-0.03662210118582851,-0.055181023239506626,0.1005436821343058,0.059087148810389886,-0.07503504313535012,0.009715011755574937,0.07549718200389417,0.022851200058525603,0.04841333359513492
I think that most people like some aspects of my personality.,0.06479288630852365,0.03686303224779365,-0.005366905452394701,0.006151464781338881,-0.01296402719452421,-0.006603965391286737,-0.010400127249167196,0.006274330182013822,-0.021810609733412742,0.006323986746264999,0.018152790343339508,-0.035196368130238534,0.012956269060252762,0.004957503635047742,0.009965036022344225,0.00643283714074013,-0.027947459301413163,-0.002748535197260543,0.006319161725892239,-0.015952547228617043,0.0038245462576060336,0.0012556913674094431,0.004026360144352937
I think that paying attention to radical ideas is a waste of time.,-0.018630414766789102,-0.25005103567073794,0.029564184328816464,0.007562006988720865,-0.07106935538586334,-0.036341457358902464,-0.025646813783358206,-0.0363815930007162,0.03132771914997196,0.0906066291770274,0.001356821697300439,0.0637627510726748,0.022032172114099753,0.10809207041335164,-0.06896529780723605,-0.01282513156706925,-0.016343059542587468,0.014409822491128389,-0.07334662473479989,0.1472384782987884,0.02226562829478892,-0.14864570201581134,0.10582006780041149
I try to give generously to those in need.,0.10934629939059763,-0.002223464397093774,-0.10735554091403121,0.005643907366086314,0.05563608691294402,0.06876743844631181,0.0948456278717155,-0.0022528270863295743,0.025335687590421336,-0.01602916304872463,-0.057065989669049674,0.04861858773920066,-0.05360592515438898,-0.07096793609446794,-0.03109029674885668,0.018077636562343645,0.011526812523987346,-0.002854855482660879,-0.01824167616237072,0.001197346852027316,0.010132742650394128,-0.01345914061856429,0.020097209678162916
I want people to know that I am an important person of high status.,0.08319284689323025,-0.18880874861928634,0.08798384664241334,-0.011705752852997249,-0.21196594540132757,0.010690279590396807,-0.0573033593359145,-0.02619927005323825,-0.10063171231025579,-0.005680150519973017,-0.07318033354803888,-0.17186979532039084,-0.03836166051240058,-0.046135585917954865,-0.16906753047479042,0.058594400383513975,0.11965945269710881,-0.11855742729364949,-0.14270415725537658,-0.08896835054031305,0.08242703121021687,-0.18198346066165497,0.1613807184994551
I worry a lot less than most people do.,-0.10776815655650837,-0.07421501402898711,0.2674923643352513,0.08461126767208597,-0.05119559027197263,-0.042944986882844295,-0.023290883269602,0.08985036601838636,0.1228120868049089,0.0060525247800045,0.14210532949195082,-0.09826105504314639,0.055755224809313955,0.06700977564241391,0.07733137811466999,0.1663891548498592,0.05778790715277658,0.04101028393158908,-0.09721269770934281,-0.10685924917497687,0.06802340963984733,-0.07888042636065781,0.17186339944014412
I would be quite bored by a visit to an art gallery.,0.12409606860624123,0.20791916775702582,-0.014812579415271743,-0.030768809488744057,-0.17305378861167844,0.10233608657578087,0.029241373845249562,0.31544373552332905,0.19466500771742792,0.1537455819648487,-0.2099165391300035,-0.06823906467105312,0.19480573926289257,0.10914990077960658,0.0004257041684984314,-0.02396843697361746,0.090305622248629,-0.027174146034666596,0.13197281087854243,0.10135360311990958,-0.08672603398651714,0.013067974402051583,0.11326987772795886
I would be tempted to buy stolen property if I were financially tight.,0.05001249673426944,-0.05021206451823788,0.035395908360797916,-0.09486472478046307,0.13235375962685447,0.040908865912994107,-0.03604852245850372,0.08125911181882695,0.12371593221233482,0.16416218375815306,0.05042914874329805,-0.024787116498132786,-0.05251803873576392,-0.046623403100760824,0.08659385190745304,-0.06896041072059061,-0.007693280586450215,-0.08292864569354397,-0.1868775848579596,0.019758324293659903,-0.03353086817581266,-0.014020464713399758,-0.018214204546476147
I would be very bored by a book about the history of science and technology.,-0.07644284483575545,-0.143219474217605,-0.004220646437522233,0.06582179277712151,0.11517895175717073,0.12521251344977471,0.17832390917438903,0.09241290076697518,-0.061758001717530236,-0.07586443255508757,0.19620779660837578,0.09226701073214329,-0.015775126626497788,-0.03981751574448248,-0.018361526867159934,-0.2156934355180814,-0.0058515534945223135,0.014163497590512674,-0.056882592173519035,0.106232541732587,0.11049156902602252,-0.185681562758139,0.09717318456603524
"I would enjoy creating a work of art, such as a novel, a song, or a painting.",0.12027619369541037,-0.02289249882224659,-0.13901839159286616,-0.06933918947267212,0.0834006215554998,0.05425837600836729,0.04143969363933896,0.06979480594650748,-0.034498240476985007,0.026271858396458247,-0.04613311008112562,0.09543747896358122,0.02260164579434332,0.054940297373420335,-0.013705612371496088,-0.08483512991988842,-0.07536731624335317,0.10722765376874377,0.00010970655593318143,0.005630973263137764,0.07672770409113829,-0.010398641591595417,0.01272004135542983
I would feel afraid if I had to travel in bad weather conditions.,-0.06610008294881434,-0.04725771842197987,-0.04325258761167205,-0.07843296461567165,0.0612092804811614,-0.03446159576941875,-0.052490843678175796,0.01846733752665999,-0.01742719215142073,0.031376147105778206,0.016352324267550976,-0.0314967410898855,-0.01701885610883148,0.02039443153254129,-0.02350655701705173,0.004359985713760167,-0.06282427607822604,-0.004977981856214249,0.05774398138580791,-0.1623407049729665,-0.19233726403778648,-0.006310458174733799,0.029862753643018443
