,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
I can make myself work on a difficult task even when I don’t feel like trying.,-0.05738170799304611,0.1506949933193247,-0.06659082053837055,0.020683297206753114,-0.008453450064009561,-0.0028213412093891716,0.03630358240289208,0.02775412442848081,-0.16218476782957647,-0.06412710061932021,-0.1269101577751503,-0.058183115414464394,-0.07206994305980356,-0.15844169070589456,-0.19589600592463868,-0.015241143114325692,0.07831917912581947,-0.0812467765496261,-0.11093341494581506,0.07665928396619444,0.04853296608403444,0.03912172686753288,-0.16064622212686336
I especially enjoy conversations where I say things without thinking first.,0.10702029263887061,0.08319884675237055,-0.10519672378164895,0.022515341241931917,0.06267209431751483,0.3556608037809923,0.1537429146731328,0.17773470060312246,-0.09160834586473704,0.14258356883864193,0.0019192838110738248,0.14685219229211635,0.02780959260910302,-0.00795246142310108,-0.04204163683133985,-0.12325987656587821,-0.04125159811927438,-0.13409259799217885,-0.06877665113820812,-0.0591727108510194,-0.2094768322272684,0.008064225013981841,0.2968926778983699
I find certain scratchy sounds very irritating.,0.15530246006943055,-0.05400592535083794,0.1093725308634661,-0.08104429170495682,-0.03864855259090322,0.016778547013214677,-0.11704969567808994,0.09568192722953103,0.27255887462388134,-0.12699993623241967,-0.07085697977307433,-0.06303124139367841,-0.13355653713910853,-0.028151814421780903,0.0931094280386363,-0.1722552165150194,0.12800382947047298,0.055272903787183934,0.0859510356615782,0.0025358961330947598,-0.12642939570245482,0.22232877952493849,0.134775302506435
I find it very annoying when a store does not stock an item that I wish to buy.,0.14590658065093676,-0.008141265763524067,0.02253228858627571,-0.06526560716419173,0.12008392964297261,-0.06716333162605277,-0.01857270055016151,-0.008181971437574976,0.13656522546579689,-0.053627925233901544,-0.03496225043170346,0.025675974519708544,0.23236340962337168,-0.03504375299928882,-0.10955528213284717,-0.08161131842524019,-0.04505299496703758,0.033381550637743194,0.09351867981093295,0.20423980892508256,0.04002423162730296,0.08866192860424538,0.12108143420679196
I find loud noises to be very irritating.,0.15621854059664309,0.02664823220336877,-0.0692577703647612,0.15165817685248273,0.03419202161116721,0.01124771118385275,0.07219327685825351,0.0008597583385670026,0.11398765870197218,-0.07487125064082382,-0.0781636061138548,-0.02585610675763789,0.028969347080297365,0.19298626491004692,0.04557609009893848,-0.17759271444877295,-0.22490780307144093,0.23722363446878217,0.09885759208700773,-0.08674636779872798,-0.06914483193326952,-0.004585328160805405,0.03336428826794472
I like conversations that include several people.,0.047691332593851006,0.029798617920185094,-0.1552064738392845,0.04864819012346648,0.16514526852014833,-0.1592272217877425,0.02624775262382688,-0.06802293892080523,0.024656999509176648,-0.05983447758190146,-0.087000323022421,-0.06391412408944544,0.07516370369512904,-0.04703814282045761,0.06021319732005667,0.1939630489240846,0.06988592871138533,0.006432303274033962,-0.13796982303271052,0.08295284984507545,0.012995558185310235,0.0015780174061790387,0.09640689841080731
I often feel sad.,0.12297601439314715,0.03735640458245081,0.09756038892152691,0.0060946205670884416,0.023471848670169215,-0.07436213331979108,0.026960817433280573,-0.13641653389245445,-0.023096016567025413,-0.05777593776948148,-0.01657525312473644,-0.03473610887341713,-0.10595440261248867,0.13768573980523427,0.1131664666645086,0.10931307171443028,0.025948000315380356,0.09026588274898958,-0.05031608518728193,-0.049638769432746956,-0.08200162690560626,0.13357875134135888,0.040963048877655096
I often make plans that I do not follow through with.,0.14011614235130856,0.01794560859467931,0.09157890141180021,0.009017880380046481,0.09612903321854013,0.007902438171364894,0.015716159279905266,0.0019971338180167298,0.03586294387228765,0.1257646463214462,-0.027038206576429233,-0.1275129844204731,-0.0740127651953493,0.042798334170267835,-0.08470462818778347,0.08134650087417847,0.11435498153247314,-0.18929514929711838,0.00966670526850895,-0.26898431685714985,-0.05089074400107392,0.00580101767125816,-0.12792961147467535
I often make plans that I do not follow through with. (duplicate OCR artifact — actual item 8 already above; ignore duplication),0.13481110672375884,-0.004566813246692455,-0.00552755482292767,0.12349948314236214,0.08933444160962895,-0.11145867143830893,-0.07667009294299656,-0.032320539321225694,0.06951310408512763,-0.01639961754850519,0.09211320099294544,0.03632671119703625,-0.1751008083909311,0.2139815781548685,0.06631577763370783,0.07181094570508229,0.07924756511804926,0.1403157713035439,0.06533803769701915,0.10916811045849698,0.014344701205401026,0.03369298454789748,-0.017962096419773803
I often notice mild odors and fragrances.,0.09911145723180992,0.02131339756488819,0.11330808173101363,-0.022408715525334744,-0.029339140416268863,0.07902224105338491,0.034713299796188445,-0.02368064045051438,0.07079013719798748,-0.09547698896927034,0.18645140710988797,0.23406819440592888,-0.03101523038943502,0.03850104021164234,0.12121786596087424,0.11806621153270101,-0.05330223004571807,-0.035826755509717444,0.20876954744269474,0.10905643189083473,-0.038672205073311816,0.21664402750589232,-0.14093884612981755
I rarely become annoyed when I have to wait in a slow-moving line.,-0.11008327254956499,0.2204592268778628,-0.03130777773133133,0.14157667362312368,0.18175180443191005,0.11897496403373276,-0.019105199277697802,-0.2171937822924853,-0.0761464219172243,0.0074053968915292106,0.23807512961199437,-0.055151299770616426,0.11822437121915269,0.02770098237895085,0.3331090686840151,-0.16836256220687285,-0.07081923396941517,0.024246866911690427,0.113226361584167,0.026154694538864216,-0.08432712635222163,0.05364841345182073,-0.02937001059997136
I rarely enjoy socializing with large groups of people.,0.03699457985959578,0.12985538013802914,0.10278844139176303,-0.08442861167681255,0.004481922970378978,0.22498905128775532,0.008095801613479519,0.2542594367698386,-0.05991581649236125,-0.14880743837912933,-0.06476656794296844,-0.13247061566319368,0.09936719971669394,-0.22882259506245345,0.14188150894833107,-0.12340402167051755,0.06637036278689606,0.052236025443079814,-0.17878603315630812,-0.13797899082470974,0.03917962670133432,0.12424731453572058,0.04500630856228532
I rarely ever have days where I don’t at least experience brief moments of intense happiness.,0.12154085351791856,0.08253116374040155,-0.25014517463502645,0.03575642594736972,-0.0596516007605046,-0.2126390893394131,0.03313853287805452,-0.0006781729430316288,0.06586391841063141,0.1374288834652879,-0.05051840566144549,0.10030921619754882,0.04826801324609117,-0.11412114075920685,0.026269680866245003,-0.07893130468403499,-0.032158342537650896,-0.0057520531952256,-0.144095591045885,0.03777273515940523,0.19133177698072126,0.11008869305304873,0.018831094589674427
I rarely feel sad after saying goodbye to friends or relatives.,-0.14754268081496547,0.13610456479193403,0.2515090728357431,0.06057735849926616,-0.21196666324140032,-0.05176749122162253,-0.18294211675673394,0.1776547191465504,0.10240309452900423,0.13490855498337603,-0.02507827956646487,0.1882830391346953,0.14253638166614493,0.049653921649903766,0.040769215745303046,0.10170251788552802,0.014272247764645212,0.10399853093304226,0.041061189469709304,-0.1437965060472288,-0.0870339430924761,0.0337294003897435,0.020902166101131922
I rarely notice the color of people’s eyes.,-0.12059721544563022,0.3221235112170855,0.19642746896083474,0.10060035751140235,-0.025410918886238906,-0.0028549276591243113,-0.05377790582764369,-0.1653503211602469,0.02693613240918339,0.00692039662908803,-0.06299340132539669,-0.07009613892362328,-0.027067231520417404,-0.014835143686047476,0.1408469833898747,0.09363775819756738,-0.1256596728215738,-0.04799861584449729,-0.026691182735506497,-0.1732986674483604,0.2198997025639341,-0.09511705294485796,-0.09006460177688598
I seldom become sad when I hear of an unhappy event.,-0.13498738421912684,0.11118086244108419,-0.12666604810358234,-0.010727423954730643,0.20120162515427867,-0.2980147528936961,0.2455382602206976,0.25791579526152436,0.0031261852942944023,-0.25038996370382893,0.20907722192451647,-0.050868270798717884,-0.12091891933808846,0.05599202892285218,0.17737189045962873,-0.00994306044924238,-0.09214973622255478,0.07860651292902249,-0.13877120353401354,-0.14033707452854136,-0.008524983362195275,-0.1068111187533945,-0.07198033166126293
I seldom become sad when I watch a sad movie.,-0.15983242869562145,0.19476037548958208,0.10066051005440799,-0.010887651132855163,-0.22892933990036451,-0.06798694165648382,0.14086559943723226,0.09343278067824246,-0.01679057715807584,-0.16299547073957232,-0.04836750208201301,-0.02452931873066625,-0.2544364627361049,-0.09898153754159676,-0.19328090641473,0.11234947655484721,-0.25637260364631126,-0.05029171873468162,0.08470990563574833,-0.2514969602517259,-0.22043360041164534,0.13036780787512278,-0.035221239495134275
"I sometimes dream of vivid, detailed settings unlike waking experience.",0.11337558601511294,0.18188735579759419,-0.015856474239436022,-0.14152307206328077,-0.1214662046258902,-0.11914153595991056,0.18694858654682223,-0.030705912564374924,-0.1546293942772287,0.04020755369627331,0.20126971896937315,0.0663890778162303,0.1621107546849133,0.08543479371152492,-0.18103048618163606,0.04613868522938291,0.2763120681381569,0.20953467889970454,-0.05552390784678605,-0.15623018400229347,-0.0020456220130443707,-0.02085562441733251,0.021695117963760474
I sometimes seem to be unable to feel pleasure from events and activities that I should enjoy.,-0.002244570261792375,-0.05507637666993156,0.1425475982626881,0.37327985801345825,0.051203554985112504,-0.2522363836018921,0.07052028140184337,-0.015796937164777692,0.07258971144624582,0.17065404939797263,0.17131206173373967,0.19140300458835535,-0.13268618425436518,-0.22759714624949468,0.0983349728771649,-0.03742589703504359,-0.05625233985186733,-0.2748444695456692,-0.08199142431704745,0.03423137348115842,0.02112460449042027,0.1427750665338867,0.10968515250782104
I sometimes seem to understand things intuitively.,0.0007769657833454567,0.11368428419219456,-0.02178009397816102,-0.07741528384825055,0.061032385998569916,0.027165554681609805,-0.05558474816572878,0.11334141642700646,0.0114163708678313,0.16397257659975598,-0.02043807859246873,-0.054552594401825034,-0.13513182807856813,-0.020214767331536352,0.012466416961133953,-0.00847958466202181,0.11846934382550686,-0.01793137492366236,0.019949856834022013,0.014156547461509674,0.07089146275198877,-0.000331558569555873,0.05691490281998283
I tend to notice emotional aspects of paintings and pictures.,0.0008713716698662047,0.17361413191429673,-0.05134149642203331,-0.10186138509460795,0.07241472522716265,-0.14119809253739218,-0.1305468291847023,0.03436343387208612,0.11636284335279168,0.12073520740218478,-0.044839386803626,-0.21175426359057642,-0.14484608026321197,-0.011633502220556816,-0.03516250344742177,0.08167154599824976,0.1600424961932164,-0.08348762392768685,0.3294823555585412,-0.10918847057927282,-0.04787185939049255,-0.08979394529153047,0.09180610400728725
I usually finish doing things before they are due.,-0.029885237289881735,0.1590254781787407,-0.06702252417594391,-0.052471157249698204,0.18025838923519488,0.07646381895980414,0.04163293763100194,0.02770969901594789,0.029692265414866297,0.02617514049259194,-0.054719822839224434,0.08753139151045926,-0.02560551931680852,0.03553766342934627,-0.08635411931532112,0.032870893030191216,0.08288678529959292,0.17318507075652104,0.002305463702058648,0.023977042049479053,-0.002910588748830003,0.028506374693108724,-0.10363348497922704
I usually have trouble resisting my cravings.,0.12038394294494066,0.10038619442541681,-0.012311493871941276,-0.021676219781454977,0.0711555137095682,0.016420270189202828,0.08008797239440173,-0.04221911719035621,-0.15126562540810534,0.01922268600472339,-0.03812530078643483,0.0833065513358229,-0.037222788299361924,-0.19858339548859844,0.12013927398930255,0.08600708097182612,0.04736305191317525,0.006562691398750241,0.013299467167062888,0.16795979825583007,0.048783275254305904,0.02390652954320642,0.04044215096031803
I usually like to spend my free time with people.,0.06459863147273319,0.13318958651903245,0.035579428171088376,-0.10788919172415673,0.0485439665046144,-0.269407320553748,0.1411825182568227,-0.024609250907190114,0.15038966671556875,0.057186343998988906,0.06742334900047664,0.2914673898973171,0.009345502317769865,-0.18570262054882505,-0.025895906960555,0.013057571809678347,-0.136663699346316,0.025907960955680306,-0.10937355467542434,-0.03164562127084812,-0.18382698347307838,-0.10680130243404547,0.17000784180789807
I usually like to talk a lot.,-0.08906177519115419,0.13901267702359482,-0.06035058874147014,0.048375135712275454,0.1293946531296696,0.05311745281358969,-0.019420005053421435,-0.08692171523317406,0.13037156419354345,0.08576169620353805,-0.12448762120740091,-0.023148978078202355,-0.03928052646689474,0.09140904616584362,0.09068569581050089,-0.19104515851624493,0.16180664821080273,-0.1083603208321029,-0.07553965205962694,-0.21065474330569714,-0.21176469735463865,0.14380703984183185,-0.012031979181278537
I usually remain calm without getting frustrated when things are not going smoothly.,-0.08150684080215836,0.06855752849339744,0.027331758673936998,-0.029382169134958502,0.13808817132673537,0.11269158135390547,0.03793188945998935,0.10309548869640954,-0.035697167237933806,0.017959388576510592,0.041455652451750556,0.0573445836352233,0.05455351304173939,0.01631099396586855,-0.07751518534440835,0.13597054784559578,-0.04608478431888959,-0.05113546236489355,0.09575946445539583,0.03277700373626234,-0.0871874296270935,0.1098609205334315,0.21093678940178118
I would enjoy watching a laser show with bright flashing lights.,0.16633994706500635,-0.009635007695650228,-0.048103704484459026,-0.04815106732159834,0.08253667009774986,-0.1055301275377698,-0.13722935715005305,0.18977849613751177,0.20136950636538192,-0.06504046679671463,-0.11021226199262378,0.11871859961633971,0.15145530139604804,-0.1583600254806751,0.056448787343553374,0.04271612698039364,0.10819950870639322,0.11300193479207894,-0.013910553131842763,-0.07666246555924702,0.06776949358422509,0.043846802522019314,-0.06132758436450793
I would not enjoy a job that involves socializing with the public.,0.14230230646964928,-0.03351826549286284,-0.049913067016646655,0.0937768887988007,0.253792055329303,0.15854886892024395,0.16023333907626608,0.16957943706413847,0.04771541041258,0.09781223648852959,-0.053606884808158194,-0.1559844209351891,0.16078916380657599,-0.007492722287754725,-0.10017053997585537,0.19016511372622985,-0.17314124959072105,0.009757390705954667,0.08668949236191058,-0.13765522418118445,-0.01654691873115214,-0.04087872519697779,0.055550130155324715
I would not enjoy the sensation of listening to loud music with a laser light show.,-0.11765850168566724,0.17101335726060055,0.20925697317560915,0.01674206509342818,-0.13849899968137366,0.07701528347836935,0.23540841346782268,0.1515663777519866,0.129132221709249,0.2586942556012113,-0.1401582866899538,-0.05540707703911228,-0.20266468196265705,0.2734653335288075,0.03927468490823852,-0.13017542434680318,0.011497281203153633,0.07953791786359268,-0.020191142917486634,0.13367401631154102,0.19366253700692873,-0.0948717038823484,0.07372669688769765
I would not enjoy yelling as loud as I can.,-0.09158379354547977,0.20180036171120685,-0.010692865226861794,0.35110268412274365,-0.15880478437903733,0.005817538918130573,0.1797805094130948,-0.10711067232761069,0.20675262593635815,0.049814356802285326,-0.05613018535457231,0.04417212397285933,0.4152352928995641,0.05781915360002843,-0.01591692714258951,0.1328494589758263,0.20988657320343393,-0.06510039004558407,-0.037036717961761396,0.027008154396265277,0.014763657127955484,-0.1198979680813209,0.0529608210911315
I would probably enjoy playing a challenging and fast-paced video game with lots of noise and lights.,0.08011371826986931,0.17881564124863442,-0.15936051054229683,-0.11717923441871662,-0.05747433306946834,0.03637806081089798,-0.06911838236346915,0.04394007743184385,0.01835477274947734,-0.08743473262398557,0.3118818244518396,-0.03323075476502933,-0.035563992209019825,0.05552536188786412,0.098227145868004,-0.22145727870084006,0.11284492146426922,-0.21095622641362435,0.12544476394829487,-0.04790244086639496,0.17258498556192162,-0.05720597481739749,0.02548301877415611
"I would probably not enjoy a fast, wild carnival ride.",-0.00815571753153528,0.07748902710264273,0.24026570915856843,0.06829161993606642,-0.008341439525591545,0.23451989910919696,0.1498190717800072,-0.11070233269514483,0.33345413622117215,-0.04319155946123725,0.05836389008969271,-0.12954353548153308,-0.17601772505836533,-0.1084530458823698,-0.13937389966672006,0.09567775949219859,-0.03824364736086394,0.1449501676983685,-0.06383966158095525,0.31473306125290945,-0.051488123343859396,-0.192934404681617,0.028320554896197635
"If I think of something that needs to be done, I usually get right to work on it.",-0.060732805448343724,0.13975024121619875,-0.09498966595009582,-0.010617566081333104,0.0791457958895456,0.033794017098827345,-0.007294355599916921,0.0024359934761793516,0.017645291029539885,-0.1346296667930812,-0.0046484897485155165,0.025056448464413843,-0.052399046696136514,0.035211706047298334,-0.18024520818383571,-0.08515736868372896,0.07047214236706302,0.05392701358699593,0.06613481510808658,0.13789745657839425,0.08157831496785688,-0.0634242906808121,0.02514317299929529
It does not frighten me if I suddenly discover someone close by.,-0.1242591927148461,0.15087136914681237,-0.0071443292312488044,-0.18776260724317034,-0.0753207891037714,-0.05433747640695629,0.10463263160836112,-0.11825911706452925,0.07900687023789257,-0.22385325036705525,-0.11230397156095928,0.007662846716395171,-0.010802470923721273,-0.2067307913628174,0.016417429854653977,-0.0769717810881828,-0.0701728035754434,0.011763523938936036,-0.021310859173720133,0.10197037722663928,0.23969166494452543,0.19068865412359187,-0.07142559200959178
It doesn’t take much to evoke a happy response in me.,0.04014986566747196,0.1606370946574604,-0.17372430481574266,-0.024880274246868683,-0.17826063698890135,0.010388152717442197,-0.21227100462605225,-0.04518163215888013,-0.05082812158446746,0.195627473087873,-0.016189360593759253,-0.04691673166737372,-0.0030954801924704834,-0.11673956192827567,0.003584902021060365,0.1983422408423749,0.034410467792865114,0.3083917457178096,-0.020476151898794467,-0.0076547087090184885,-0.016593485965220797,0.19399547114203705,0.05506209832801847
It doesn’t take much to make me feel frustrated or irritated.,0.11906711721200759,0.008874269891696453,-0.08672335734476892,0.20831820096844578,-0.11432453577415186,0.1348632534641558,-0.0319447481138669,0.011202398972243316,-0.05149932995053596,-0.07821612685412618,0.09203206113002298,-0.03108608342360207,0.025128794329323384,0.0745613357350079,0.05934773279652606,0.08336707442094027,0.12628337600237471,-0.0654726452470231,-0.033442070755142515,0.020590262019711567,-0.012868198319476574,0.011203137992007391,-0.1630235011397368
It is easy for me to hold back my laughter in a situation when laughter wouldn’t be appropriate.,-0.08750502308048418,0.14407915052139503,-0.17084591596866264,0.0024987746247084794,0.05142511767548612,0.005966476526080123,-0.13278904827804247,0.011559692442283418,-0.06811803666254472,-0.13118703537142284,-0.08463865824602011,0.018313753848133784,-0.06655158160213233,0.16660917170154094,-0.00777510515846701,0.37322903633188376,-0.04443861061263289,-0.15079212493703711,0.2542662330450224,-0.002990381941496331,0.12798865453335792,0.019457381704045047,0.32930170483262516
It is easy for me to inhibit fun behavior that would be inappropriate.,-0.046375893442965534,0.12901164513353203,-0.03370193131474981,0.028315162936627915,0.2501030871709502,0.027882596495312415,-0.05503195599130694,-0.019498993738181116,0.1284147668570574,0.0032036323024450925,-0.2004208894482582,0.21893406612845942,-0.08508840741853503,0.029444604010657398,0.009053946305125857,-0.1605007660552767,-0.007325308030767814,-0.12005691844238849,0.10833474894617398,0.021159640277902483,-0.09973862503279392,0.018272285731918258,-0.15241840276152074
It is hard to resist buying attractive items in a store.,0.14962524017482054,0.058244853997582335,0.11858012518283427,-0.06639545627839925,0.0636146326581458,0.06850823094853048,0.046839648420851754,0.08266685409004852,-0.07508725813965392,0.1444055545090776,0.07172557421906396,0.0801643151756011,0.03766936764870019,-0.02796815075262044,0.028499883259053498,0.06654126511637559,-0.08481010179407475,-0.23869985919479825,0.1099198488200075,0.09689139847624412,0.10642131513153921,0.026455116760813198,-0.25548747620293044
It is very hard for me to focus my attention when I am distressed.,0.13751676808738697,0.03724267690953573,-0.128401665367784,0.17791776419511512,-0.2329795633624346,0.152463668846266,0.06220615397856296,-0.023059837659472622,-0.040831087505939764,-0.21673752467717197,0.2251676240029111,-0.16543129833876138,-0.018394056668035293,-0.12022940873622442,0.006659384695757517,-0.015132854917134213,-0.011371275026250212,-0.02545970394560083,0.044379370498399635,-0.046667278473112216,-0.0268612135351299,-0.07050512705686093,0.13906546544021936
It takes a lot to make me feel truly happy.,0.08850691447533358,0.0472826856560727,-0.061413086208929255,-0.010543198827452884,0.13372114516989195,-0.04202715199390221,0.09827851840256223,-0.10523258661633769,0.14330595697775908,0.015828257826986443,0.07368320639518587,-0.263328275108191,-0.06565200320639518,0.16487048541683536,0.012720479412215177,0.045343987650447067,-0.05914322991541442,-0.06041073802551097,-0.25448597837830994,0.10243019364839318,-0.05612118606236247,0.1622974976804509,0.11353455962144222
Looking down at the ground from an extremely high place would make me feel uneasy.,0.15858266810532087,-0.011135235128118679,-0.07042899569995277,0.11971390371830534,-0.020023695097196956,0.06501970400717372,-0.05293825270733129,0.19165427037722108,0.00445194743358156,-0.07003115931281777,-0.07462733053084114,0.08051136506344518,-0.04330313843961265,0.0048760581187636725,-0.2637009220928685,0.03882440799296369,-0.18781723713515378,-0.04351547770980022,-0.07555655030993474,0.1488787797566307,-0.005791120585856115,-0.10986081620072263,-0.2597721021404167
Loud music is unpleasant to me.,0.11424954517174112,-0.021321357760695037,0.059751068912155446,-0.03142465022436914,-0.02719527722890194,0.02015625739711396,-0.013702914548194523,-0.11092995117734701,-0.0736219340635857,-0.21110214013311213,-0.18941776189054307,0.13249776585190412,0.030055166973194943,0.23724661332898472,-0.1641208935808536,-0.11935969369155189,-0.09969020968321439,-0.22215442038225172,-0.025755654793549507,-0.02675954699787047,0.19879959548590212,0.1460735758433472,0.1395671010769389
Loud noises sometimes scare me.,0.1162493150380084,0.07708693058097253,0.05936989259037378,0.0577616578381569,-0.053192667436855266,0.10382806054475555,-0.1654458825750829,-0.02137357787380191,-0.024329893671334035,-0.12032950280617957,-0.024694391540040397,0.18391755874383656,-0.14043510147388533,0.025917170165581652,0.04087813049078862,0.08571786532508774,0.05925506796283582,0.11245675562360852,-0.0949866178112363,0.07492045701194798,-0.04483531279213341,-0.05625126098082553,0.02903943251756046
