,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34
Are you often troubled about feelings of guilt?,0.13497997721747645,-0.045505121473777055,0.07032654343686023,-0.07522784084363032,0.03322641291867406,0.044090311203731275,-0.004692103168205926,0.03919529460345759,0.0637317968392883,0.16994164235618417,-0.13656813324343028,0.022192529285613015,-0.13426899837805364,-0.008227398100014865,-0.06507355958865252,-0.07542836929678953,0.10225357469528651,-0.047403356773797485,-0.08421697034377736,0.01823076775331444,0.07816798375831412,0.01869102872593833,-0.009904079630498497,-0.0006527629086383791,0.1382152233115923,-0.08495358139308253,-0.05401415368835447,-0.020969164240551938,0.04084811025697172,0.14602337954638725,-0.04087369907855666,-0.047741986872035416,0.053368951325984,0.14692462651533558
Are you rather lively?,0.048701420005571754,0.13910676538435834,0.11649217144220146,-0.04648340566891532,-0.2513636140979969,-0.17850557194163277,-0.13001174334869517,-0.009918974619102062,-0.022000892116161033,0.18273834707261735,0.10057383935625863,0.03974887288906699,0.17768920560994325,0.12215657319577576,0.08901614125846023,-0.04437834632209561,0.1631337795675158,0.1480074056760588,-0.13675649684830518,-0.055218887488999085,-0.05652409020041881,-0.26301265243129346,-0.22718143646216465,0.03562237047496197,-0.20785030554511763,-0.10287160141176831,-0.03108029528265363,-0.020094494213301884,0.06225669728274538,0.06500459724649726,-0.22045467326228207,0.17622572251237287,0.07025020195448932,-0.039502096171546944
Are you sometimes bubbling over with energy and sometimes very sluggish?,0.1447351819112965,0.038946355775066124,0.08651485343416705,-0.01584294338548773,-0.019349163204445498,0.03952015113342672,-0.07035388802114183,0.009009500314172613,-0.2144143471704823,-0.12493148515956937,-0.12140142099969385,-0.05740742583917181,-0.0012145470284590505,-0.23214361552721255,0.17089194810439073,0.018463569334920417,-0.1365310380875365,0.20860148955489255,0.04462457836614757,-0.1866350993581788,-0.046928395869128364,-0.13549308665456666,0.09572146244539978,0.1209756549927102,-0.06234047095348517,-0.04418787392281436,0.14719302030014647,-0.10189315001392092,0.14739819711494345,-0.26645033720482,-0.05035941999618285,0.16717845961655528,0.0960051977120159,0.03283751601228932
Are you touchy about some things?,0.15410076192310487,0.09479314614918495,0.0031104011206542254,0.009050146735751824,0.017761718886732704,-0.06780617736454841,-0.010417249206481063,-0.0832492287503195,-0.19561409518134432,-0.012434370462589753,-0.18075661852085162,0.1112426783290411,0.01064652012528887,0.21824622504697908,-0.06758995441865158,-0.055543054077375795,0.032698860248298156,-0.1629416239733923,0.07125873629461882,-0.17313405496779286,-0.008121579986475136,0.1310969276808905,0.01990897710610637,0.016105960390078694,0.2911978488441216,0.03886856887020355,0.07559142725004259,-0.052875453471191276,0.10934903593070065,0.16019099635423967,-0.02855817254436527,0.018593429519411325,0.03260100165761029,-0.022735797710821404
Are your feelings easily hurt?,0.08911683613378622,0.01757044508923994,0.0845712974994522,-0.04827247433706146,0.012199417228747558,-0.055867651520720964,-0.0031374978743955746,-0.005840380120523406,0.031946294307132604,0.014712057926273583,0.04129639441483559,0.060316664495593066,-0.2065326790734509,-0.05428472086196792,0.05792364807200454,-0.05613734486468423,-0.012749968740451327,-0.05838048306382348,0.02100117848797123,0.0019211241893432017,-0.07672640665680601,-0.05389541117475572,0.09580498293764945,-0.03278185091378618,0.09495660464906655,-0.11379062932085365,-0.07109232762645906,-0.05829721975891761,-0.09546214299693462,0.03218086977596169,0.09353458692001547,-0.07422959682387327,0.05401633344389921,0.06809626968621765
As a child did you do as you were told immediately and without grumbling?,0.03050757565121864,0.17897338904703375,-0.26100778266487423,-0.02682998150731136,-0.06765160336170885,-0.1836772582533268,0.06031372671092661,-0.1753505988489916,-0.076625760450318,0.17306336477776998,0.09537137238242034,0.07798737708411631,-0.08819026032447669,0.022030778931718228,0.09954039696493093,-0.05354010915995727,-0.17196360790139506,0.16542862883197024,-0.041079043437343685,0.08441328521840899,-0.17161224117656632,-0.01924929485436732,-0.0655029521173428,-0.08469415865983007,0.025117480128980976,-0.0033160587235764997,-0.010833101694513108,-0.07431153693660887,-0.18846913632300194,0.1424338976419815,-0.08522106677423853,-0.2600269257309345,0.06836292590455123,0.10718180393060944
As a child were you ever cheeky to your parents?,0.14753774372127543,-0.01978074057437276,0.10906685350384852,-0.09292155910473236,-0.021123601007549578,0.016291498689430473,-0.024332932605248186,0.09518299621744945,0.08992719321272469,0.06534733032013605,-0.06823803578825309,0.1303789803734483,-0.0032046477935093226,-0.014512826940608252,-0.014339871616108096,0.015476935797606473,-0.02044881245170239,-0.016450923983987755,0.032344380083873164,-0.0024552108980372225,-0.12187968038845616,0.08386352738443295,-0.007552045565943802,0.007443653629683443,-0.02833993131188944,0.03961527467290808,0.0019765019193525727,0.042001470317353275,0.08467563794263801,-0.029591223574432536,-0.11088412867036955,-0.108760826630149,0.10471224966606629,0.011877251675280384
Can you easily get some life into a rather dull party?,0.08401290697370034,0.152797652414899,0.021274252812038923,-0.18328828079638154,-0.09530435602884357,0.12888836301160528,0.0995941036149775,-0.18608472212770072,0.006419064270241313,0.11339906833084333,0.03768341828683675,-0.09643823709689639,-0.0498827426285044,-0.0032804692162384445,0.08217518866984766,0.3663002080951652,0.2740307835737809,0.10276143314732918,0.16564676382257282,0.11172215349272566,0.08672402658520037,-0.10263448995904934,0.1491046073611073,-0.03545118894868685,-0.050929670022596706,0.11790791567929715,0.023336191433473232,-0.07894703523457917,0.06319028260219654,0.1643556375722622,0.18324542823151513,-0.12185150518801811,0.04100278850151016,0.022182349042811852
Can you get a party going?,0.13123572826397437,0.024834596709250468,-0.1554217821433329,-0.10705577032655025,-0.08705084632385238,-0.10903228667089349,0.06768647530601637,-0.09482096745829038,0.28256343193472105,-0.10773438084097985,-0.17278477564240444,-0.17207307658305412,-0.01210072751528091,-0.05320532056818396,0.004282429823382557,0.10242671739467872,0.034643660745450375,-0.06293113263865878,-0.1616866054163996,-0.17281735557747638,-0.09455753181162423,-0.1762524721426044,0.17028570857818023,-0.05357255354715693,-0.058898094084607076,-0.14629148772333972,-0.09510702305568465,0.008045747794518322,0.011587048580565166,-0.12704122321607708,0.02359203257020135,0.17047864710335653,0.03117684941183467,0.1386414663976632
Can you on the whole trust people to tell the truth?,0.1072346289682344,-0.019114013237533367,0.003378154174961823,0.04670921626305587,0.22132906707914626,-0.21043556530278398,-0.09802270933112386,0.008754009112440642,0.07287743180098952,-0.028950819241570558,0.25645559929018,-0.04258925339266908,-0.1737137804574627,0.045723471089593,-0.202337154422458,0.15831402503796543,-0.014479752344968367,0.008771216737095518,-0.12213020346168307,-0.20059991376574104,0.017925273986833065,0.04348316130482008,-0.16970117086806097,0.21284945573315364,0.07557481974212454,0.03512868813197128,-0.058358795362655556,-0.0714228943855333,0.11593346035341787,-0.12260152381708231,0.047531186522455755,-0.1191455103564948,0.21387118785984455,-0.1871401681741132
Can you usually let yourself go and enjoy yourself at a lively party?,0.09999333834583682,0.047770048274858895,0.04684363167484022,-0.2225964555402131,0.11394862828185123,-0.07843092324209137,-0.032130412073825824,-0.07418940783490144,0.0399952725944672,0.09830745329149675,0.04272726890565737,-0.11609577523225215,-0.04658890594434839,0.023121753431700434,0.177761965904064,-0.19927172698898998,0.052787722568634725,-0.04662684632485173,0.03285082960907641,-0.12654255752989357,-0.03357468172751776,0.05541101331078075,0.09070726262270352,0.2126994235424826,-0.2023681100399197,-0.0622799340553546,0.16525223977251954,-0.06841419302321507,-0.0365300270461517,0.07624979588247631,0.1649713850579838,-0.21845485016295826,-0.16284775938810192,-0.28247975884353665
Do good manners and cleanliness matter much to you?,0.058392394359147635,0.19425438248878435,-0.05576940086446551,-0.007181631858911797,-0.06287603519302,0.016198272744807837,0.14641352443881236,0.007875224221913526,-0.1395119482791116,-0.012668663749555305,0.004384189154493879,-0.15707605546759992,-0.06664279191486405,-0.0073846382450509715,-0.02392948274494002,-0.10685630768908916,-0.128367048567795,-0.08894071997648811,-0.20571653763532113,0.24596256055248816,-0.11942288115303555,0.04876541074061883,-0.0820239609874189,-0.07671619378134763,0.077717527050795,0.26359402311734154,-0.014530432661234806,-0.04621443644313885,0.19002381121163725,-0.07374415894256552,0.03292305579207177,0.05463502943753827,-0.21475529839114066,-0.0036440819663335596
Do most things taste the same to you?,0.08298968475065374,0.04369969287655811,-0.0801787228142245,0.02860573336789512,0.03515174190457487,-0.03166286935452656,-0.08578586692279233,-0.26812865905425787,0.02529785078883023,-0.17205451965351842,-0.12075781936043131,-0.12289994724669634,0.173676213528677,0.1381640453359256,0.24805158093199148,-0.03811795143400216,-0.03280712125897082,0.06541061153706337,-0.1236819357671196,-0.027146017000482508,0.13400532290973827,0.3250815287372488,-0.013784460119876257,-0.034808257381430785,0.09825975397503758,-0.10186314218564098,-0.04038769750293995,-0.09294089317826228,-0.12369306062114346,-0.13513761491280235,-0.033523380601625824,-0.06550808299499374,-0.009591179121950547,-0.0702866440508749
Do other people think of you as being very lively?,0.1507154590969576,-0.03294892457302876,-0.005560008382806515,-0.004399933441063738,-0.02059239047166293,-0.11779826482708759,-0.014407961818226876,-0.020787524459910143,-0.15097877431035217,0.19676346699264452,-0.21509313023371518,-0.02044781735938481,-0.07198774909438195,-0.16549446821194977,-0.02594038512924832,-0.15322603196246443,0.19534320219705867,0.12690083163273252,-0.08852932891544953,0.0838797866502046,0.0588736584682647,0.01051597399725104,0.003469902579537542,-0.01150706718600231,-0.02500196825597327,-0.10267569923338442,0.07350631484892702,0.18196460964549344,0.022710724366200512,-0.0778735680928709,0.07931967191285758,-0.014879746401448988,0.00022488101883375128,0.09506277815546435
Do people tell you a lot of lies?,0.05119011521353809,0.11906380483583569,-0.22452458802304257,0.07146877912255781,-0.05384750867643487,-0.07336768894858536,0.10748275538197215,0.010600577525465617,-0.03876130949299711,0.021188623330857692,0.21397209194113484,0.2566830567550531,-0.23033806998959408,-0.018803893877830467,0.20338679267638182,-0.09575019142446213,0.11837800925143009,0.1724962376135974,-0.0417313638295196,0.21173712416464455,0.08750110411034095,0.113017944899922,-0.03090957296612959,-0.03091338849939052,-0.0018121525277981587,-0.08426669453238848,0.04737931446029367,0.0031861360344547294,0.15651784257307963,-0.1491557815161035,-0.2036617666448627,0.07053506804313193,-0.03496722710550895,-0.0437446735881977
Do you always practice what you preach?,0.062410895974243104,-0.020361580736313653,0.005942157140962906,0.15979795273233668,0.2701504482527091,-0.10330814800308155,0.04796632102890806,0.054464845859095716,0.08661861436931642,0.06499641888769553,0.14148347826323204,-0.01615935623191624,0.11918274881378654,0.09093354457328578,-0.12701295516801347,0.061736371381718474,0.03632996438893213,0.09398584246576565,0.06688548235431842,0.15824043784923145,-0.007538632746813592,-0.09607130147126347,0.06154839682605129,-0.04367410172380437,0.06365793323640073,0.00546137639031393,0.2219620191526201,0.10197925515828095,-0.1260880311360778,-0.11412611424016904,-0.0762237315159622,0.11023910663421063,-0.15090585442156235,-0.08970317812601804
Do you always wash before a meal?,0.10776731908230058,-0.10478724458979986,-0.13152419993316739,-0.01607156195955036,0.0221622359234909,0.0038586366669563408,-0.037542487954538836,0.09731256039302864,-0.015234989717699302,0.049598809636600974,-0.05936955624256726,-0.016627820894488908,0.05008744220992679,-0.0005596060967736744,-0.004158690586922644,0.007273026891081698,-0.041500491991207235,-0.022941459384741084,0.037096566613433565,0.05026912821864724,0.008950379238015664,0.0036334788118650473,-0.04069097338480981,0.013277568129249965,-0.058066172212776046,0.004341948626944329,-0.0281841570900099,0.01946227297068667,0.07513404817536372,-0.032513181609077,-0.014930332320343416,-0.04236656945942386,0.06160538284480522,-0.05451573952747916
Do you believe one has special duties to one's family?,0.10748079496640414,0.030398628377589804,0.04440670011921896,0.18124686041824056,-0.06730709790780053,-0.08714012048438266,0.17524691984970428,-0.06648418406150781,0.06326884258034252,0.010457860851388166,-0.08017457200766297,-0.15591341063199812,0.14037637560605076,-0.03198458792410154,-0.04283356979767939,0.08172334083158488,0.15403227435183245,-0.19335268697675537,-0.2190617492629626,0.2423448448091257,-0.17190279867066482,-0.13488500815146,-0.20795597135256835,0.14828558571064776,-0.05054246787008939,-0.0066253557366029794,-0.11100520087143599,0.10581572358754293,-0.03872584022023945,-0.10229718280739433,0.006219372791761881,-0.1170127631109868,-0.0704318706003604,-0.06637265496057941
Do you dislike people who don't know how to behave themselves?,0.15226890269771245,-0.07485436937013934,-0.0012838072127392538,-0.052297754789657876,-0.015101160122054206,-0.1578834097629678,0.0008586732380836881,0.09740910590028692,-0.01627765471427305,0.09606614018777038,-0.036896091524070036,-0.006166516213328917,-0.06442212994998255,-0.054506472711176646,0.052263525103736476,0.00617854662362437,0.042189467107237144,0.06781901787242083,-0.023288741700467738,0.13148316648559816,0.08210585851352772,0.11067052385972877,0.067188674882133,-0.19208865458395902,-0.006591359450003335,-0.02670248867064607,-0.033250642637710326,0.07271887790236214,0.0031683212282583124,-0.04238884220881146,-0.029506823677531113,-0.07821946661544388,0.11893149605513006,0.09585618833048425
Do you enjoy cooperating with others?,0.0037078259702876064,0.08070950448196361,0.010667435928623322,0.03569657461816219,0.06816612809449137,0.007417204226288798,0.06420774527170285,-0.04959459107644565,-0.0751203410314768,-0.08424637447086948,0.055048124910567486,-0.08528143564119078,-0.07280087734535567,0.05239439526813267,0.00024122976465991417,-0.005275573811424868,0.013834287271338213,0.02535964992643512,-0.026298080806312473,0.01682224925391255,-0.02921620955014163,-0.008649617587972834,0.05937249723152378,0.02960450470310913,-0.12849145637546444,0.149646680577003,0.0666410051459084,-0.12055580252251459,-0.06316516120658272,0.04992353573898575,0.12694203879999819,0.05813487608979315,0.5321189151329173,0.0014263984753080253
Do you enjoy hurting people you love?,0.03448400002724851,-0.02159664644253263,-0.04344481636610256,-0.07820909028453517,0.06337292508153262,0.05908960223464468,0.16318729093124337,-0.008143662947996929,0.006321849551053189,-0.029392209104963245,0.02462873908549211,0.020624499414613768,0.11566713629986757,-0.039093351189285884,-0.04878576181855158,0.025316254474412166,0.03158366228959503,0.07654026066649666,-0.09665088606929638,-0.08074386406036049,0.048402315139787544,0.04604867392682761,-0.07048934607968468,-0.03252803772640044,-0.027999587187500383,0.05121176339121692,0.014004692166426741,-0.022773798420388913,-0.022391216718598533,0.03684093060992272,-0.08912258233374488,0.0045340593945114235,-0.034305488288972945,0.01941479585255483
Do you enjoy meeting new people?,0.11365719392127825,0.19552020506962114,-0.11300388746280056,-0.0517806521647324,-0.16939854374743846,-0.16590498804653672,-0.06730413605802264,0.19657246656372618,-0.006279834434663609,0.02524083756667339,-0.10904502636086957,0.015939293715506064,0.02151745936859804,-0.05827957483892758,-0.17389790823480175,-0.0411708839878794,-0.010117813698270289,0.068536769790104,0.14309580716920114,0.07172408618839662,0.008820466555763747,0.05933645266658009,-0.1353647689380591,-0.09288676714105674,-0.07245045828737458,-0.010768246017134307,0.005305866277133967,-0.16951141068311956,-0.045129284628585696,-0.11211662034469502,0.02029668979470111,0.2899965844463375,0.032112726291729586,-0.1684500397430812
Do you enjoy practical jokes that can sometimes really hurt people?,0.053349845002331545,-0.04242175971022859,-0.08338121760059483,-0.02561430239080664,0.06272848285556945,-0.031212832611486302,0.0040165235533282115,0.031141809743633245,-0.10416418478608018,-0.08612522572658819,-0.057834783802488555,-0.0698182773072044,0.0492181041033174,0.00896634484457943,-0.01038388736744641,0.07666044171626632,-0.017689454316089342,0.020008937679798902,-0.052237902480454804,-0.0047246546237503404,0.10484493718504738,0.11682141938509578,-0.09218519766005352,-0.004388196506758911,-0.0978079975224996,0.04179400020240958,0.024397297811546724,0.0363229011109459,0.10802964270469527,0.046514794438344234,-0.11924947553052491,-0.025826243567400233,0.024808125766580584,-0.06230153511368874
Do you ever feel 'just miserable' for no reason?,0.06084041172585985,-0.04932585451718134,-0.10285209390491998,0.03839670862295133,-0.0020363020214115516,-0.0319101956165843,-0.016438769552127346,0.0010139207507385865,-0.093282585142274,-0.02749816696152995,0.040502322257040854,-0.021167906637189614,-0.10716143680481074,-0.0020717009076861906,0.03213364163409087,0.0017401100564960993,-0.06834729362508213,-0.08878903688911421,0.1174301956471056,0.032370685712195243,-0.06128601272601796,-0.07075548379342891,0.04132042186995342,0.009883757801822268,-0.018102790038811874,-0.024617543036492266,0.04521754270577186,-0.0016742802188223081,0.020291698279172692,-0.05787273900638123,0.043730347792202355,-0.045880010506558995,0.0501150067528959,-0.033739781971799124
Do you generally 'look before you leap'?,0.026352989197351608,0.13334758568102942,0.06878154680218981,0.08644007410954853,0.05902014646172007,0.06322541271792854,-0.13110811997482744,0.04649034419024913,0.10987219412758872,0.1791620121125606,-0.017423299555981875,-0.12689811745032314,0.00339104113862969,0.04286103133426278,-0.02647992879711726,-0.0005558394190660516,0.10612083404089612,0.08319977182983347,0.03444036506182629,-0.04776395089361376,-0.0853343730859527,0.057488325290525055,0.0996606946167053,-0.08906327336473385,-0.21833885693044328,0.10527588814286529,-0.1452026635183024,-0.2527766346752608,-0.008268327088212438,0.03638769043366786,0.0034176406937243132,0.09895863971070934,-0.006293607086596371,-0.0068736618853377646
Do you give money to charities?,0.08890147410721755,-0.08396213132210392,-0.09158779869867509,-0.06866634985327887,0.022806678149454095,0.09416107151308734,0.12162827942337621,0.058027087701398514,0.09525104461943407,0.10633182625822588,0.023093966645413338,0.07381495582732922,0.11653647440647688,-0.04861930213063897,-0.042560565038027805,-0.04407116035077239,0.0077726246144771026,0.03358986360195671,-0.007316416975408068,-0.02575008121796293,-0.04749224280724414,-0.0671392666464031,-0.018995121804440938,-0.014862273090391438,0.011742238122223072,0.01375971181575162,-0.03857676273512986,-0.03963442656064816,-0.055286811247930105,-0.04218704543749832,0.01519656087643651,-0.012006266497512161,0.0024917687892515856,0.02720059143876432
Do you have enemies who want to harm you?,0.07425780179347176,-0.07097580614893716,-0.15760564818259684,0.056578354551315484,-0.0968587814444614,-0.033823428082686575,-0.07449042662374883,0.056921625495013596,0.015390925451619464,0.022707619063564496,-0.050394218846156226,0.06722135100726774,-0.007531466804805211,0.07191003621841933,0.10685981925269375,-0.0013026359961571935,0.0682192825607209,-0.11559340110996029,0.025517524864811684,0.02166903973021592,-0.08007447165704024,-0.12708800886191846,0.018854179955754936,-0.09530821477158205,0.09796304776285593,0.003925933422866693,0.007646301655933534,-0.15191538918002012,0.09561506479335677,-0.012300411872278327,0.057313259526221766,-0.16715543919439835,0.08835749011684754,-0.1580681191208674
Do you have many different hobbies?,0.10035011896344695,0.17933694039296383,0.04798435618140752,0.018473717951792673,0.19897836199775892,-0.044526951602096326,-0.10389613112489965,0.024287089032616636,-0.08100251912687051,0.020373612501136822,0.005193595306243571,0.3883955334594074,0.12840396791829206,0.00705565213550653,0.07461030652456632,-0.05507682726086582,0.15004992906600353,-0.1620876073863245,0.008469619613563033,-0.057333921387674555,-0.01981548036202889,-0.03367259660555134,0.05328449736153736,0.11964936801401688,-0.09770919211622853,0.07843653824945183,0.1364414858154892,-0.0843685581547902,-0.2199717271159993,-0.027193210482590522,-0.004144943771603303,0.014176737676773118,-0.12836664539619752,0.03157057390431528
Do you have many friends?,0.14164352118399726,-0.00939635413959731,0.013005419831405416,-0.04479438405561221,0.09825520485515667,-0.1500901786146661,0.014304001976069665,0.04546381797956928,-0.10860737400893342,-0.015634289684753826,-0.0063546967805725,0.014777086393539541,-0.10748629363012412,0.049925565202344015,-0.013152009799626175,0.07071783217223127,-0.13924932238151036,-0.054600628994220364,-0.05787670388470048,-0.03790093290791486,0.009878869396158141,0.0002409338001947915,-0.041437547412681935,0.015837037161487464,0.08432880675596238,-0.052969426387510926,-0.04956471962239483,-0.12402251018106238,-0.15297028835587284,0.22936260997268737,0.012930760914128538,0.1432135084162943,-0.06357030849838131,-0.11778584690466576
Do you like doing things in which you have to act quickly?,0.047136402730756116,0.1881762930966742,0.1593596644684657,0.09223668340464693,0.1486969470895649,0.0629183458793708,0.024719156754878728,0.053274874493368436,-0.08674742533185974,0.1948640100925526,-0.07571337586021284,-0.22722598173500066,0.020966695582624977,-0.18776700352730472,0.05835278936532595,-0.0900400394072816,-0.21861091224164853,-0.12357166336957642,0.10112800981048001,-0.027267609231234415,0.041444552696019515,-0.03451536268187462,-0.018526005790678406,-0.22466123535233745,-0.07541132673870574,0.17785446287848067,0.07576758342286043,0.05469163965417744,-0.06469615408701428,-0.1456032434358631,-0.029845875643655432,-0.056141862784702054,0.013688826479505456,-0.058423913771287354
