,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34
Are you rather lively?,0.026851285038045736,0.03504505256972185,-0.018697370949118303,0.011755986752869044,-0.018809348741833206,0.006153898550050647,0.04300556696967864,-0.01902831600806353,0.0020729468219144423,0.08024189154075471,0.053069135662568066,0.037929466124002546,0.06326884344977422,-0.09561630747272118,0.13289418389823882,0.050324556114339634,0.0626473538057953,-0.13952863725673365,0.04517984257308411,0.022981948571709068,-0.03791696908671761,-0.045059315884593734,-0.03061133842348206,0.05540953404009676,0.07076771606929043,-0.18387174731282505,-0.024273212672045047,0.017626797876652875,0.01006889290538014,0.009985474953700193,0.010209080176351087,-0.20266036903164497,-0.06960219243993825,0.048520914620463276
Are you sometimes bubbling over with energy and sometimes very sluggish?,0.007165216653853813,0.08089391510546269,-0.002042479907888152,-0.0038317349123190092,0.003627727421705107,-0.07006653447080959,-0.07894824758063897,-0.09006035791675199,0.03292820991460619,-0.05562243740857402,0.020564096445549906,-0.10597997356996362,-0.027416433209345985,0.03508432262504748,-0.01420883261134314,0.07093195550711037,0.04496808308400854,-0.028757437791646703,-0.05265640881148863,0.018302658704993355,-0.048683291365632826,0.050163624255640936,-0.0040861259502873925,-0.017546647939241974,0.008074898097068638,0.01842544958429514,-0.03551705073014642,0.016583120001886827,0.03256095589991586,0.003460637679152239,-0.01081465540369213,0.05732984813297161,-0.0762476211310251,-0.026982069904388326
Are you touchy about some things?,-0.0614643340767819,0.09750665191076428,-0.04305275584974666,0.07549610162685265,0.07118428199429952,0.06623289258668072,0.09155614857431156,0.11298188137337478,0.16425438123384187,-0.07246749222884154,-0.001823617433009761,0.016342781550096837,0.17581546255774608,0.039647178849903944,-0.0451433271055212,0.0012387739822103507,0.051786355996567966,0.17398262321671096,-0.007003122571927178,-0.01854604532723256,-0.11783502234587054,-0.11678266151508847,0.056317156933175384,-0.03891486022024302,-0.006880333912669763,-0.05012223002719694,0.019193256738621736,-0.022872983252656312,0.03531987319811653,0.015058568600382728,0.05180917186159253,0.0723646480818109,0.042254593040078385,0.0470555784524407
Are your feelings easily hurt?,0.18103323127560667,0.054385062832185006,-0.02509727151870018,0.22178728727658312,-0.0891682574505766,0.3217884269253465,0.06143505216621036,-0.061039756070500856,0.005699569527719104,-0.020230112161890076,0.0489015309654452,0.0936491926157621,-0.11385773424347546,-0.05847130799254241,-0.023855192225536462,-0.055742877981978724,0.07342153593887087,-0.019954337483199455,-0.06566424682363714,-0.09565922821860152,-0.12039915673816952,-0.21125171149166946,-0.0516094696915274,0.09796181133800069,-0.020177598942893744,0.1469893150989779,0.04044943431633469,-0.02047567040917787,-0.0398673707183069,0.13662133079249006,-0.10842860931346011,0.08776085154615372,0.1268572656366094,-0.22038602066231838
As a child did you do as you were told immediately and without grumbling?,0.12210484468997795,-0.20540238046110612,-0.05084215525607849,-0.009296709808610632,0.1787996759013065,-0.05577734088667934,0.09949745522210678,-0.08240292648298773,-0.06574001040947089,0.0491223097553061,0.057745130911665686,0.1394729871311982,-0.006366469476323226,-0.03986072856648024,-0.05682999585449645,0.017964340526154237,-0.0696308880929071,-0.03939801997547457,0.20483677247407706,-0.059020265210516766,0.09933181999683578,0.021302322288105687,-0.0171133800357969,0.036135658572521066,-0.013637374346278108,0.0782392232585015,0.12456646613452713,0.09980243222615894,-0.014324637714794938,0.10739221992179356,0.05726264732763514,-0.10448839248156468,-0.006214594276643014,-0.12566614806818632
As a child were you ever cheeky to your parents?,-0.02810096581246007,0.20902961210439772,-0.004492805413808616,0.002068372315151556,0.13195106361482806,-0.04972386722140317,-0.1313372364020531,0.00640009808397177,0.04169558420415589,-0.012801094481759484,0.12561247161914613,0.06438795146735674,-0.15821394208991,-0.011947590267147052,-0.09588065471533712,-0.14720020035097475,-0.07189107555329143,-0.027739056839636986,0.011427296440173616,-0.06589148300609411,-0.02186850406964448,0.018696546829541617,-0.06519015769888982,0.0685793963399946,0.06582523301103776,0.08097898407221597,0.04961918371882799,0.07598447965991895,0.0607386718645175,0.04498278928371137,0.000536756769706305,-0.037540145083805904,-0.03113687708336551,-0.02452265956028463
Can you easily get some life into a rather dull party?,0.1521807818726725,0.030140132294276364,0.027563682684524797,0.19692684764357543,-0.06614117822282081,0.06889882053228681,0.11414465914745818,0.31618255656687305,0.20218515368086698,0.05002481102324518,0.01221553884039747,-0.20819725358856278,-0.07989746675584837,-0.21379706064170617,-0.1897195958337284,0.005842535627252982,0.12906459500511244,-0.12755097005004404,0.08456481587870902,0.13408262756142106,0.018249405040002956,-0.22389002778394923,0.04083436254839449,-0.10093588654058162,-0.023797439050425705,0.024279627436528305,-0.10795869335354959,-0.18811534334130078,0.02992139721145322,0.07211213528739371,0.3115727170113388,-0.22626568533577274,-0.1121149614221409,0.0897692251141358
Can you get a party going?,0.12154424553374195,-0.09764151115880508,-0.011645067875161695,0.13771080834039004,0.016092992309225222,-0.05123061888096274,0.009431162979985233,0.21091108786061266,0.014008850148546758,0.16810181497390925,-0.012024741375737285,-0.2924827054727412,-0.20130288742050567,0.08495477602410109,-0.033490574312337394,0.051344323827575145,-0.13575348719338784,0.12755552141759452,0.015919034007038795,0.38333819147095993,-0.1136087512562893,-0.07631521531675407,-0.1222476458926327,0.12716235904006568,-0.04412722588728724,0.12228445949523935,-0.042773655121796435,0.17184864991685223,-0.024651691428713644,-0.19783412238840867,0.04979216088444929,0.058212503360864705,0.04629766366872621,-0.14858041804338115
Can you on the whole trust people to tell the truth?,0.1670940431023494,0.04751574139440131,-0.32749379490326136,-0.08700303825589913,0.026152639530875283,0.13409278619147538,0.2342910975069315,0.08654448900794608,0.04184297975545382,0.009652506658266448,-0.1470474797936852,-0.07425206767924981,-0.00013727900049991882,0.017773390711092067,0.07608948816587496,-0.1599984447404355,0.018288561632655576,0.12383433792694577,-0.057152836735432984,-0.14140576280095526,-0.1383671327696816,0.048518046256197975,-0.15137702888460666,-0.1883042042942028,0.1017492231601774,-0.04774998826014291,0.017695133543591344,0.03218383986796496,0.06042304723500384,-0.0946993049678673,-0.10575020238812041,-0.11456515938476405,-0.06210611162040319,-0.14370489842704234
Do most things taste the same to you?,0.03563191118020987,-0.06580146059184735,-0.1056325464799796,-0.10736986640383685,0.052819973608013174,-0.04881716029779759,-0.013882630259133543,-0.04625239930194605,0.07497057032434053,0.04520648957157452,0.15519735360040937,0.02630402583768141,-0.10595065617670252,-0.06354057906257173,-0.07649270556680861,0.039380611754325424,-0.09968212418397093,-0.07660176248758159,0.006003456473154639,0.001887083263817284,0.029720352861530495,0.04777279545618837,-0.0010867807187361208,0.07438838842891521,-0.005709303003827361,0.056740300149994295,-0.06430074174015375,0.03705914312687264,0.0695167149535935,-0.03814324628752941,-0.0048779605291360065,0.07754116351731168,0.01186383398841548,-0.03721024839332019
Do other people think of you as being very lively?,0.156596527422904,0.05813990830134423,-0.28297116360719243,-0.04882606407743078,-0.14683539330460543,0.021685342673455527,-0.07230976722851054,-0.2243639209087145,-0.1931534814824415,-0.01929875693225497,-0.06581942606699683,0.036459852525341827,0.22980516203976623,0.14045008908060602,-0.16647771622183982,0.007285898722746586,0.05692931961794822,-0.1352972883538508,0.13948736622262947,0.050482580777572165,0.05668709117839089,-0.1144192299961242,0.020160049244877267,-0.028544601525394987,0.16789681478945787,0.16918795685861934,-0.13862598882585309,-0.0015181345070578289,0.03508834951397391,-0.24634361762624266,0.08299583544891716,-0.0967426143160018,-0.05408675018650516,-0.05446094649340962
Do people tell you a lot of lies?,0.12347960903562345,-0.04492444778745287,-0.06054696070730796,-0.1291132194769875,0.1068028604636888,-0.09833689802265558,-0.05433946377383578,-0.020314235365830467,0.1341863803575275,0.08264750032334212,0.16641217232845756,0.07594559101674417,0.035980467968950734,0.04486313931301352,-0.06278814206417976,-0.1269890825496648,0.020756991910053542,0.04957424762110811,-0.018535319190583002,-0.006612270558878248,0.10653074073692537,-0.058544684401560694,-0.0379422604155905,0.06982003636799622,0.05717701632616238,0.06952934960657034,-0.030225294511612783,0.013995640041852378,-0.02985418586567224,0.012556929266902973,0.026938360308185926,0.17705985267830854,-0.0813048986011676,0.10361508305952723
Do you always practice what you preach?,0.1120884499202548,-0.02617938965138314,0.0984372604011445,-0.034178101600036495,-0.10942661824983752,-0.06982036338645607,-0.07270135984485515,-0.007934999470239923,0.0753385952490476,0.0485949877302764,-0.013998581524679575,0.03560603159440629,0.10575865876009141,0.08594152297791767,0.010600037994649033,-0.14529467577624938,0.14930925736646286,0.1019731607237959,-0.02865171516521224,-0.00840386312314097,0.10610343411758491,-0.08009771520663213,-0.02326685795560225,-0.04669908469686367,0.06774503908146559,-0.003763927772443828,-0.006072369777179604,-0.023556550436018706,-0.1625891430349486,0.038863758565217975,-0.007090201340285157,0.07002010251252694,-0.10974932781288423,0.08588464124659677
Do you always wash before a meal?,0.09967455461532532,-0.07613171414199249,0.10589302745109913,-0.060562229457996046,-0.09102945828460902,-0.0196417222558143,-0.1946587901686709,0.3163591586914393,0.055947596943288505,-0.1053934379740773,-0.24360068239519184,0.26352658964653,0.15948522096033624,0.017247289466725914,-0.08619615583000956,-0.09335947531147346,-0.054450004760805526,0.1275945445612605,-0.0015909286028240976,0.14989236336884307,-0.06462985501078035,0.106475766407605,-0.03801080299168034,-0.22024391853340936,-0.1566067297864203,0.10546523748362273,0.15302091081594973,-0.0028754623612458766,0.1948998025502372,-0.07053380048209748,-0.024015589884742936,0.04892022158349225,0.23265709365668497,0.008337490115815135
Do you dislike people who don't know how to behave themselves?,-0.031778852521477656,0.09838527390732248,0.08645603006597652,0.1623290479760101,-0.03233040806010066,-0.24433381016568145,0.03039968068548061,-0.08525186290645997,0.003014219477068866,-0.019428510172759227,-0.07157085765909578,0.15009001925886634,-0.26739509616941026,-0.07934546915324124,-0.14245563240811504,0.32443462743499846,0.08476837173719108,0.2856444145436524,0.08250066053071428,-0.028095120628700048,-0.09295346545308014,-0.10034559069007098,0.21451008661152257,-0.038155244490814595,0.078051874864876,0.031191054508314643,-0.04134572907084226,0.32727783187123227,0.09482532907372584,-0.08540637500521145,0.03562686774342126,-0.008040089810190639,0.04954147388894191,0.025932876508509378
Do you enjoy cooperating with others?,-0.022089632491962496,0.021508291743580977,0.02520463672931295,0.12833445916840064,-0.031966252135532315,0.023525017570222125,-0.0033216082092884327,-0.003261412790304749,0.05755768047915267,-0.022873372213257824,-0.10370213922150316,0.022257600122277756,0.08155593508766933,-0.00985381691779278,-0.03468617980229475,-0.02475734028214409,0.049352249481648486,0.0766913975256372,-0.007267409462004246,-0.021131957157219765,-0.07158501636723535,-0.07052629648106264,0.04087635864527654,0.0034173339070911906,0.032014007667030504,-0.08330810707027185,0.011698639646868153,-0.04547734968027469,-0.0029180373419495746,0.05758221655378312,-0.06070983881090836,-0.024921166585207967,-0.04469360069377341,-0.017160643498203024
Do you enjoy hurting people you love?,0.03458459952341439,0.015015986727900912,0.07668090030124973,-0.027370858781511968,0.041576068974165194,-0.1007288976670033,0.02828375003692363,0.012641351006149404,-0.008865292559240599,0.025845859247196335,0.0542085292825293,-0.07813125366189687,0.10752997887840297,-0.05940399483127708,-0.10501500970657138,-0.102370326433271,0.09950489671003057,0.15482715001993308,0.2391539111687366,-0.018643052839918954,-0.10056430185701357,-0.10617132478813822,-0.09377638864283917,0.021903036525373516,-0.09766709278012825,-0.030748397701362083,0.06343556136557517,0.04369320994508032,0.008236389097880653,0.14636133645191934,-0.19814492931692185,-0.12781773765384624,0.0035462024761642205,0.03111493403587854
Do you enjoy practical jokes that can sometimes really hurt people?,0.09204647933189113,-0.07405821590065673,-0.042585716385240446,0.04993290837903713,0.0902021802117982,-0.07991160843240641,0.07986082988562639,-0.0933545664327206,0.1475653659548379,-0.06781364290360076,0.051272209671478025,0.03580026152667487,0.10586009448651512,0.01240857751080402,-0.11928668107934082,0.11121008854321587,0.055993692260107905,0.08162431606469606,0.1410643015891867,-0.059168161133201495,-0.037893447472477707,-0.019096950320225094,0.04870627268834337,-0.062456582222908584,-0.007584090410403305,0.02998946558657977,0.06809485513728186,0.09301952162439092,-0.009662050832445254,0.11407500921211415,0.059350641607928585,-0.004292482915251585,-0.05678821759089063,-0.16053332972638487
Do you ever feel 'just miserable' for no reason?,-0.026794608071313702,0.13630312115862353,0.149404184074193,0.07320221392617465,-0.011516001543810191,0.020221708080097222,-0.10421134543543144,-0.07509932867337939,0.014304596912684325,-0.10617123561072125,-0.19584648767481866,-0.13735200396721983,0.13054203058942063,0.04637042888811328,0.0997842844771072,0.0684876099541225,0.09226258558208231,0.10042493466817809,0.017707133768590375,-0.01813166620513416,0.08841754022005341,0.08409675106560573,-0.07852992507292825,0.015548421947014831,-0.09983184717390645,-0.12257712873629936,-0.2117147297746839,0.14433974389882565,0.013832922164697586,-0.015957035654157653,0.06469426428710501,-0.003916207583171174,-0.04855383095766534,-0.09073604488664158
Do you give money to charities?,-0.039492124927828685,0.2277746702404675,0.1544914156946439,0.09700349019210255,-0.08427841509869836,-0.021207332585203867,-0.14969913247307257,0.018779333979562177,-0.017152200904323945,-0.04685360707482506,-0.054798282233991066,0.0240483920450189,-0.08843575129876939,0.029130793397757156,-0.022492474656508315,-0.1655057935775593,0.056661189903118046,0.02465985626305075,0.0013109004655444455,-0.06768307557035678,-0.02229581068898494,-0.002856483975529732,-0.05051475523890158,-0.0479397247248653,0.0763932557663411,0.007685706693201672,0.07377210845326117,0.038432289182047906,-0.07199628530475898,0.07128961858202638,-0.03349180487876459,-0.14457989524958734,-0.05958130629508225,-0.04225310137321533
Do you have enemies who want to harm you?,0.07977261872832962,-0.05033454504683025,0.0986526514187566,0.08146409131943078,0.13442507588007946,-0.1334449486721008,0.06529128112569849,-0.1119608327949355,-0.14312880148084825,-0.03238988552558961,-0.033475787716272125,-0.09404046241448276,0.1037544057212226,-0.0435576283399386,-0.06886203525897139,-0.02435522756121757,0.0900253485813541,0.058278033042225154,0.2875859977813989,-0.024359006909949823,-0.11117136314636067,0.008961896686675835,-0.043815700760830474,0.025141654797524095,-0.08276995754417195,-0.050894122738417306,0.030429802132774235,-0.053341667815185644,0.034414702658842715,0.09960942534706682,-0.07922922279717282,-0.04321571875927769,-0.045409540529247436,0.03589412577084093
Do you have many different hobbies?,0.09612017892910481,0.156720245901897,-0.16462279473031907,-0.0754731810035042,-0.1354452518011603,-0.09092712012154927,-0.1551406272715023,-0.05611378120114859,-0.13549574281475496,0.1498978956004751,-0.06284075864610301,-0.04199900908727557,0.18217038450166428,-0.32369658615146646,-0.056666054136288085,-0.05271634678723596,-0.04097110164014482,-0.016548353199922455,-0.0650785341511327,-0.052062485898220975,-0.18021341657850995,-0.10061085987522041,-0.010428657342537612,0.1384179341427111,-0.04241124364377146,0.34811471010145323,0.02900270985069996,0.08470866054866277,0.08211492951042014,0.10274224111451692,0.29960275826089894,0.02858235880214268,-0.018519482613288257,0.04445378536325211
Do you have many friends?,-0.019224542820496196,0.20701557660737174,-0.023818584207982715,-0.0708716116476893,0.08264447019729936,0.013945700977172838,0.014534811476701038,0.09680512057778708,-0.0426790410185025,-0.18489874073994206,0.08977525277053347,-0.1684845356810863,0.11176453317408538,0.029350870298533643,0.09168668491909172,0.09110084427844574,0.13710261441029958,0.12019523174688092,-0.09395096645224359,-0.029356944794842466,0.0938961328365326,-0.03165065395122038,0.055691278518726336,-0.22525343517426627,-0.18870886812084214,0.23856484266320038,-0.03133567053571396,-0.19691754919381166,0.06352184443244234,-0.06055234640293493,-0.049699407835925094,0.010824378517265022,-0.09826662792397002,-0.06017275721255298
Do you like doing things in which you have to act quickly?,0.03763122235847722,0.06446629022768975,-0.0637807592366459,0.04188139371894584,-0.0121255515176426,-0.15692431907068108,-0.07986397265506175,-7.284605697914058e-05,0.06357070222330703,0.0168606959373813,-0.04999115401476598,-0.28720845528823846,-0.014392021052960434,0.041400642943611954,-0.004465441572088323,-0.02191992313001521,-0.09819701103339051,-0.03433568460218649,-0.001176533544007422,-0.005659703490436898,0.09192440077432423,0.2303433592624649,0.041339461797923235,-0.10062631883091083,0.014076136890795073,-0.11538621245438724,0.17260478409216654,0.00722732927578971,0.11369533828120976,-0.052065208016537995,0.17543778767100454,-0.15500490267460246,0.178181119810764,0.04658132791012411
Do you like going out a lot?,0.09435311377469335,0.10739747938777515,-0.13374744208232117,0.042976472586850285,-0.06161034946800203,-0.06351214049426623,-0.07622906408405482,-0.06198480434843988,-0.09026416571153419,-0.06362569242771296,0.09391305651271353,-0.15699841753785873,0.15645138299583825,-0.2905158798814192,0.06975494921257265,0.01499083419153607,0.11916554620227802,-0.06520100100739064,-0.0903904253370317,-0.05300313704284466,0.04992005607818667,0.15287828941764478,0.042818600143624666,-0.03628082803195821,0.04172937982524459,-0.02254908979570827,-0.004068085100574689,0.12601124259722143,0.010665329118019514,0.028500295785765635,-0.044927014156153085,-0.03463194214510265,0.3612690262074417,0.1402846780257405
Do you like mixing with people?,0.026851285038045705,0.03504505256972183,-0.018697370949118303,0.011755986752869095,-0.018809348741833178,0.006153898550050671,0.04300556696967864,-0.019028316008063567,0.0020729468219144384,0.08024189154075471,0.05306913566256807,0.037929466124002616,0.06326884344977425,-0.09561630747272115,0.13289418389823884,0.05032455611433957,0.06264735380579536,-0.13952863725673362,0.04517984257308424,0.02298194857170909,-0.037916969086717635,-0.0450593158845938,-0.030611338423482053,0.05540953404009666,0.07076771606929048,-0.1838717473128252,-0.02427321267204496,0.017626797876652944,0.010068892905380268,0.0099854749537003,0.010209080176351117,-0.2026603690316451,-0.06960219243993816,0.048520914620463124
Do you like plenty of bustle and excitement around you?,0.03767815337798863,0.13908183141303063,0.08629283959588521,-0.004170740786019932,-0.12032290383574684,0.06103276530839666,0.14200176515667806,0.18275808465402224,-0.01593251348859198,-0.019606856680410588,0.15693804344125464,0.0736918601315584,0.009844527818321548,0.07523350409890142,0.10533471390606765,0.03926082487699394,0.12787199758047121,-0.17783314013391144,0.18959912509471802,-0.0746723137013143,0.025285656139398576,-0.008034998199292024,-0.2688635662082515,-0.1482406286911311,0.08690565027379171,-0.08495460144441311,-0.15106376093733592,0.08360986625326577,0.19658577072003242,-0.1801668590792107,0.097063174901099,0.0723008196999469,0.07780933625980162,-0.015397805475756527
Do you like to arrive at appointments in plenty of time?,0.019028639283464554,0.04467072047983185,0.057967382289472666,0.03702720273309364,-0.0024961329821573696,-0.010266760062428859,0.015007246390654712,0.020355239550607224,0.01344613655435266,-0.04270056790453735,0.0688157794578326,0.12047283054324068,-0.11265848533879133,-0.026608941428494327,-0.062185045975580173,-0.0719709056661957,-0.06616431770617988,-0.046645209104411986,0.10455419975145272,-0.08713320255202203,0.02854381251238608,0.08984930831692277,0.031474697903809364,-0.03722899684783645,0.04347056807317724,0.04248773203590057,-0.02067054170351421,-0.016015246376612453,-0.03384254436573581,-0.07142624143212262,0.16497308501043428,0.028020667047870314,0.049942004329497226,-0.03842655638279156
Do you nearly always have a 'ready answer' when people talk to you?,0.18072436445477696,0.07531078438403423,-0.0585253030351156,-0.08422573147219797,-0.1971364393553423,-0.10090428554392106,0.3302297719855597,0.14457662432225885,-0.16243119971521064,0.013905228390266563,-0.06288795483807683,-0.020948526542447412,-0.021204320156380733,0.049396129547131365,0.08928519696720376,-0.18990297026289904,-0.11629296890636256,0.18590906344243857,0.08326453079128879,-0.24569821856852897,-0.1251863810009106,0.04864815115595867,0.04375702638119795,0.139974391416294,-0.03620476307603603,0.070408138869964,-0.2038509170822433,0.011978286901321277,0.04481986373342752,-0.08892557002744776,-0.21201794703534535,0.10554193093366208,-0.044739326565215905,0.015346091947742318
Do you often feel 'fed-up'?,0.15833395341022136,0.046452455051922116,0.03714634844963332,-0.10178718510689087,-0.01792351757360083,0.3615165270747742,0.025135917844169565,-0.15987561855021454,-0.18660741057695115,0.13646977922704326,-0.11044564922698726,0.02139355113540244,0.08527206916812065,-0.09058630196875349,0.08374242141906633,0.15834211683912974,0.06430682707292222,0.18692723592985547,-0.08304776427098855,0.13291952910927174,0.1250931978796862,0.06495941840373816,0.0792701874989864,0.04651671633886796,-0.07494487960382802,0.01252594864343258,0.08840887746788995,-0.04037372057963378,-0.2167218200586162,-0.11283285071298979,0.15316271102252568,-0.13700842461916682,0.07863044336628061,-0.1965610002457788
