,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
I can easily resist talking out of turn.,-0.10518785259019245,0.11234290239994268,0.09652666366799605,0.22540988578770932,0.1228077899195313,-0.07212898504010665,0.005428368094106956,0.025568098428760025,-0.23101195329682753,0.10226846487294679,-0.002188387644329731,0.039384835897000946,0.13493594042530224,-0.21217811493472757,-0.2914235206142575,-0.05313599776417613,0.09222256687923036,-0.28297880759204774,-0.06541690234790705,-0.02762431207175195,0.007951669888185853,0.009842191186646226,-0.17983253957936526
I can keep performing a task even when I would rather not do it.,0.029042987681337673,0.06026215594800823,-0.03348550354885414,0.01486880373688945,0.08840811101445462,0.04165819260712431,-0.1534830456911704,0.00817623195785941,-0.11458703486754712,0.07894475524116634,-0.15421898264874087,0.19087098751112372,-0.020890237558461627,-0.007189379570474593,0.023450352393223687,-0.0604334567680258,-0.10654952023483029,0.04861910871883846,-0.013139367440344753,-0.10870357376499702,0.16239865768221617,0.07834548162629139,-0.03252578714760321
I can make myself work on a difficult task even when I don’t feel like trying.,0.09134258912894647,0.07969340096476826,0.008205590717137164,0.06173514214578548,0.09920529145461873,0.007522896982809357,-0.06209484923999985,0.04675180340521841,-0.004558629697763511,-0.07607545021038212,-0.030402888739876486,-0.01766893319112433,0.08712232658843881,0.06429817323309095,0.03962382043795534,-0.03822592464046106,-0.03451511171165702,0.006536355684115181,0.0396714034365347,0.07953220139257643,-0.05539278041272935,-0.03190834420422493,0.04755782740582582
I especially enjoy conversations where I say things without thinking first.,0.13163755585121734,0.12079989861194679,0.013355920242127565,-0.2474722167275402,-0.18235260443242388,-0.28223359513582524,0.06190264543945049,-0.24009273392575628,-0.011206535223576418,0.1878693875570868,-0.2805516999819668,0.1713819530751646,0.0006396350238843594,-0.13353785060467577,0.0393133055293631,0.18284619360804452,0.2094480067290151,-0.001501439314192803,-0.08881330643472198,-0.08706860003948963,-0.10480639486374636,-0.05207856828429968,-0.18704663960181
I find certain scratchy sounds very irritating.,0.19370709375911427,-0.04796147111578761,0.12013082857656425,0.02385427545855011,-0.04747981697305664,-0.058077453312691145,-0.08138748111031734,0.09299245018787998,-0.16091629242429945,0.06237087078282392,0.012367966707660095,-0.08602404469038091,0.18705881697291135,0.02963233674531207,0.12358918582831922,-0.06256621215531465,0.10957591109956226,0.1349153670199367,-0.035881016130836364,-0.05943596337339002,0.011244091135894639,0.09836793803248296,-0.09452586266867628
I find it very annoying when a store does not stock an item that I wish to buy.,0.1560921727652312,-0.06637135844560607,0.023163346564487555,0.05000877853788698,-0.048584066590793035,0.049590370332284466,-0.14502244367862457,0.08111342493246369,-0.03846035153732305,0.008191815874293757,0.0710437238479248,0.11696827032282098,0.025240591390901543,-0.07342439956826287,0.1503212513599321,-0.15169160448559404,-0.061413927778975315,-0.15580616803475092,-0.05321747544637822,-0.04965349371217758,-0.1414923457140528,0.07309274436666999,-0.10207655500090684
I find loud noises to be very irritating.,0.19067964651133482,-0.08998695464695582,0.06767499215454055,0.11483219481888984,0.11112130134263025,0.05693971651552236,0.03507758991777543,-0.041522664243556454,0.060777455377833654,-0.040264723715918285,0.13622668028294838,0.003639483957453173,0.020507165246340112,0.0050124963586213956,0.01726789389308977,0.14624788047090015,-0.19197165621139714,0.0493568774579583,-0.06295404352479181,-0.08228777062841296,0.18517452899343143,0.18973520823062878,-0.1223811582385759
I like conversations that include several people.,0.07352676580204223,-0.013919681929498507,0.02547553965265081,0.005992541847427398,-0.047695218180043145,0.0938606842089922,-0.018593761200988344,-0.0399627270149952,-0.08232784256203401,0.04826014348209151,0.004299579770347809,0.15361296849359693,-0.07214403131014052,0.10393854991515054,0.02406985376183361,0.01567133399941467,-0.09189842166574407,-0.05374282904009615,-0.003923932103846346,0.027083148114919096,-0.14084579170044692,-0.07414032877065069,0.04837149640231082
I often feel sad.,0.08057642057546788,0.12861803698308555,-0.02049127487058191,-0.2493311212465974,0.04918314729635768,-0.061675838593758,0.03451435675598737,0.01699044340253934,0.08423578935887217,-0.0005886477368598334,-0.06078447216828752,0.04562729291163558,0.04032138557703874,-0.1241547578685437,-0.239905983389825,0.11420314895823329,-0.1874914670043141,0.16045137048429362,-0.17147575739258697,0.09635294166715451,0.05979573532696109,0.014990268516779079,-0.07675820209570447
I often make plans that I do not follow through with.,0.10597719457070408,0.11966858369206415,-0.0360351832241891,0.051965728569852085,-0.024247436978856538,-0.007797720380837928,0.01241170126894679,0.011518599145233106,0.0650248639805095,0.09665627736443998,-0.22434104535744187,-0.24343253108222,-0.14511048321266037,-0.1817322434387754,0.034260770160006025,-0.059466578938345796,-0.043808902119632655,-0.14341152817059521,0.006072473378744539,-0.13160176664401185,0.08152534873667518,-0.18398631041721855,0.09614860298364061
I often make plans that I do not follow through with. (duplicate OCR artifact — actual item 8 already above; ignore duplication),0.03212983277771788,0.03396860239569688,0.013350208031684416,0.03423049999329588,-0.12408752847982038,-0.10646102408561388,0.22826123006380536,-0.02066156770010972,-0.06425255873591537,0.057052996535045586,0.05285197937782895,-0.12377894854450028,-0.10064927533753751,0.014297113463061057,0.07728988569488078,0.11677566737556715,-0.012562854511118268,-0.010777467873425133,-0.25717160778796366,0.011093576548287793,0.27263929474870324,-0.05435689850281624,-0.19321924765094958
I often notice mild odors and fragrances.,0.11018168581641256,0.08239805072737519,0.0690665934864816,0.05752565147475037,0.08851581886976133,-0.09817138801756826,-0.008604239594997395,-0.05153397247858608,-0.2276879376874969,-0.032422190056188856,0.04583795584585947,0.059892784750711844,-0.09202037140473579,0.0875976991725852,-0.12163852794509662,0.2289955210822182,-0.042595440244520257,0.011481587120509704,0.17924081830252941,-0.02360166808316681,0.08069378744333307,-0.06522199463725885,-0.07124312903426179
I rarely become annoyed when I have to wait in a slow-moving line.,-0.06273528843147227,0.25962089564365426,0.17407877480755665,-0.01240964795917127,0.0337263788893605,-0.14949264268349505,-0.014802838650784295,-0.0687719074471968,0.10393644801342462,-0.09187276270209749,-0.0025019243351017536,-0.006977868312348627,0.2143918592035877,0.006915795782239242,0.09745803297212187,0.07949376289633368,-0.11948011266053885,-0.1264536339117314,-0.15174587360399622,-0.07477398060975084,-0.015494382984794327,-0.051503366742755026,0.2690170100063213
I rarely enjoy socializing with large groups of people.,0.035985089831443044,0.0649914203177251,-0.10639987123984952,-0.08271890692701407,0.10793568851579383,-0.2694923335930414,0.12956160209465525,0.11596211015102119,0.15936018485738135,-0.2287816621632358,-0.19135485412305606,0.12211820129353984,-0.020446337413371336,0.10717990485300066,-0.07920772016332173,-0.3144451408954853,0.1514474539259119,-0.0689852880281964,0.05310445056359231,-0.07329945302762488,-0.031194461568334535,-0.1532595368354604,0.015361974544962605
I rarely ever have days where I don’t at least experience brief moments of intense happiness.,0.0585906859167537,0.19784907449643335,-0.07527889809459937,-0.16769244543924017,-0.12540754537587082,0.0010200364698526726,0.08526068043539471,0.24735305733933477,-0.14020319401340126,0.057177463832167964,0.06088474503496702,0.14679027793600602,0.02756373929427037,-0.13930833860813852,0.29760121170744125,0.36860907461705567,-0.03227701553948648,-0.18595220004519294,0.09701402695201568,0.212310581670466,-0.1720948654370581,0.022247713941325322,-0.010663180717085306
I rarely feel sad after saying goodbye to friends or relatives.,-0.1099440373267542,0.25148622152435357,0.13270609820397886,0.14699013184767357,-0.010490532288421794,0.05560216319120183,0.12864051107568147,-0.022102330983395976,-0.043596423181395456,0.3559748069945357,-0.02748610599496889,-0.1374362992423294,-0.1231373333668042,0.06006049044909402,0.04090247063000111,-0.056755764016914574,-0.07627982817092113,0.056106328634175195,0.09007588344791749,0.05783669049482567,-0.07346158342761498,0.05009463310572369,0.14170219110328736
I rarely notice the color of people’s eyes.,0.10807780096742085,-0.10640650606226842,0.07671067432102693,0.009529325026214015,0.20127413973326808,0.11820184855811709,0.3385606133069705,0.1810639610345305,-0.21730995154728036,-0.14255058034219711,-0.14234820025784742,0.0027883138511884302,0.009149624231420475,-0.17947329350531815,0.07223685207330356,0.022016244670018194,0.15353552469662204,0.10136050749403056,0.2510919788067857,0.03796567631747114,0.03377875191681636,0.027661054123330128,0.17885875207156005
I seldom become sad when I hear of an unhappy event.,-0.02783988222325596,0.23086785919135,0.1267786517137723,-0.06663122603012525,-0.02302842680723046,0.023656942201192847,-0.03626349833207606,-0.1635686886151594,0.059450296540682866,-0.21219209395981778,0.019404603463662434,0.06529224741534778,0.08058715709647042,-0.043711130923627564,-0.04842533956515653,0.08033099798120949,0.05581411038821204,0.010150725263363754,0.11978613496921818,-0.11433396091765158,0.10331203012960741,0.13184301809194562,0.02350556071669729
I seldom become sad when I watch a sad movie.,-0.05260170902055428,0.12068610743127466,0.09527021371523953,-0.06191219001559799,0.023868208151039395,-0.053873512817790896,-0.018916942881122927,-0.049893212200255097,0.0738057556365384,0.057807157241618744,-0.09252399209165815,-0.15438473309003414,0.07878911848167276,0.013119091123452857,-0.21369559841720598,0.09886727693364225,-0.03277114430330855,0.32022646504618696,0.12186664983347184,0.02869747149756767,-0.21641644512389224,0.14656812468881733,-0.26227452248403327
"I sometimes dream of vivid, detailed settings unlike waking experience.",0.13841824772571942,-0.044022760838571054,-0.013100420880188757,0.08851206761045421,0.02306435395543532,-0.12034688783288809,-0.07539296747741546,0.04515863975691496,-0.11461988314339172,0.14788709493819416,-0.04337902784954219,-0.09289567592502365,-0.184484808806418,-0.039982931427530996,-0.025525149266867272,-0.07702156592381622,-0.17533818078262342,-0.04229247069698697,0.041785472167801485,-0.024794924874627006,0.005600462614873411,0.10213272043729837,0.05283842950916835
I sometimes seem to be unable to feel pleasure from events and activities that I should enjoy.,0.0780047185714256,0.10275143104793737,-0.14104321952794258,-0.030039347957498203,0.16815381429471143,-0.061886504265325985,0.11177356123084911,0.01300455607668361,-0.037998752212856195,-0.10627765463062763,-0.22287309692281068,-0.11176182782516303,0.06947935156008377,0.15402780905287924,-0.06909364957043074,-0.011328911716693188,-0.1385676647869668,-0.04487622520013261,0.002644495870562675,0.1265263436178486,0.3094917612385168,0.15933306895186367,0.04661585283947012
I sometimes seem to understand things intuitively.,0.11950316942958567,-0.08058565929730797,0.038294844465175025,-0.051798549374750306,0.1857930178192797,-0.09148710310288344,-0.05570839295675168,-0.016826439493461028,0.05067807937042952,0.03816123565395663,-0.009287626044810154,0.010481141335479113,-0.08714228077200631,-0.03279881729542756,0.006016458176837136,0.055000253311278516,0.1937928260801493,-0.014907191533028708,0.19571407391274104,-0.017229826361809635,0.06062251415990007,0.07764873058869834,-0.006407964551106369
I tend to notice emotional aspects of paintings and pictures.,0.10210150720162867,0.053140863719165585,0.08578989181971952,-0.0847999625949236,0.1540323152578663,-0.060966557937212645,0.06953075666797592,-0.029034776597675997,-0.1251280962937389,-0.010967418996958068,-0.025098792854473563,0.033330150185926596,-0.0931421075293831,-0.07329715666834866,-0.033108051844793596,-0.02351085459155673,-0.06010253107660155,-0.08829183529164751,0.011630446303670801,-0.0781913391899291,-0.05600314977380888,-0.12453604179997886,-0.05443329187802438
I usually finish doing things before they are due.,-0.03441573492469336,0.062221758799902833,0.06563176922190793,-0.00810147419385713,0.01701883584749394,0.09396506016622307,-0.11835224192876899,-0.06470410176657569,-0.06390868097322425,0.04022410735001109,-0.10570310341727354,-0.05347236877756943,-0.026728665503464775,0.2426883454899126,0.03051120945727379,-0.1841726366422392,-0.1368826151709732,-0.17173926372733261,0.03346256153269512,0.11271479635288092,-0.03344740828066841,0.02832744078230782,-0.1869772864863661
I usually have trouble resisting my cravings.,0.154605179603227,0.06848456684735256,0.04158844592911973,-0.047395590557570554,-0.1495388393023499,0.051476259838592005,0.03603031774882919,0.11572575470861467,-0.1641914291447627,-0.12236151640959687,-0.11330353560217898,-0.06678361016103129,0.0940774545233306,-0.07603845277821199,-0.08891401294747771,0.009594853572837445,-0.09209837838383834,-0.01737926792916254,0.0858135188977411,0.012089780534986322,-0.0538542325479547,0.0437806487610095,0.037511480148535184
I usually like to spend my free time with people.,0.07760737092542658,0.006519059596026324,0.005303865123540274,-0.04565255425974286,-0.0020111753281951018,-0.0379109425741523,-0.10017347846940573,-0.0612842254417077,-0.05503978955414613,0.10648391175792032,0.03680060828221252,0.19993923000647312,0.0420498042694143,0.010014363421693056,0.11410587867873953,-0.1334604468235431,-0.02305009178004218,-0.06951876329454232,0.11737821785411687,-0.23125283203836958,-0.10761049257249732,0.02415717971986537,-0.0032565902381947853
I usually like to talk a lot.,0.04012838771149798,0.06826294112668999,-0.062082926846635925,-0.07185518089823202,0.2244710408381154,0.0325378374713714,-0.0765388015079582,-0.04625288495648931,0.029303399907827318,0.046724562637520936,0.04705357049084938,-0.029914839722493834,0.01545198959368647,-0.01383926218694747,-0.1697272398442154,-0.004600793366427895,-0.032386054637178974,0.05201807741341049,-0.08361696519444999,0.07588130530320639,-0.08952829347279924,-0.07322613693200812,-0.0329849614075637
I usually remain calm without getting frustrated when things are not going smoothly.,-0.03240497944111792,0.1906797225912006,0.12995027562340908,0.048995369965833396,0.0025694843072153082,0.09080749744501719,-0.13784122441858812,0.1092558194909177,0.047226042733847576,-0.061840786530940405,0.022223847030620927,-0.10106250156901261,-0.03843371465084411,0.07888255661049673,0.13657650241556726,0.11915359140400185,-0.0753074677940588,-0.04895254319861585,0.09779158479304953,-0.16880188495544357,-0.21948903300474587,-0.17986258239803182,-0.14254231816353002
I would enjoy watching a laser show with bright flashing lights.,0.03449457668239333,0.02384448286671791,-0.07778438795755117,0.014146181674640485,0.08912509490639213,0.05534530322593187,-0.10325271526958786,-0.0028216970044409773,-0.14723462608074872,0.031148061211041977,-0.11599482357109958,0.13494045546528216,0.06578004684947279,0.006866295018098565,0.051480127740864384,0.08281737271190995,-0.08817354622189165,0.09519469770236184,-0.0835878390789309,-0.17462239162800247,0.07213653312765386,-0.16394883717416042,0.035958957875231366
I would not enjoy a job that involves socializing with the public.,-0.0173182497302957,0.25191721182619686,0.009155333487751662,0.16682661139463356,0.12408346241132184,-0.09097039652458232,0.13605828278463256,-0.12459848878173847,0.015798798504605173,-0.0518238072546135,0.0005491777034127513,-0.03261485379604012,-0.18809846193733248,0.1402098776108268,0.1157858424885287,-0.13467951950733306,0.109923584894971,-0.022827793416738937,0.008734896044418704,-0.05192007440839618,-0.1325059893490167,0.3017608836678414,-0.05906307332974236
I would not enjoy the sensation of listening to loud music with a laser light show.,-0.08209788970433228,0.29599663338529936,0.06713854870742984,0.0990960408506735,-0.23370138070223695,-0.030105459755892468,-0.14006897144164604,-0.07244791280265339,-0.03347845326266771,-0.19682069935571433,0.053025977397127444,0.10296151002725057,-0.25989934492610794,0.07426775122998598,-0.1932803728068176,-0.03746644969278415,0.26029883638171786,-0.032885403155365554,-0.028572522613060976,-0.02208180146072211,0.10979936494251843,-0.0848119304110409,0.12060768727633459
I would not enjoy yelling as loud as I can.,0.11894665674923824,-0.12215603150960147,0.08201124371471956,-0.057068485070280686,0.03199598037162874,0.4252673562898246,0.28974965922936735,-0.3253966871161264,0.1784613488482498,-0.034234015401587714,-0.12088535077615904,0.048274095438823626,0.18804421714079228,0.12129108688948484,-0.053199585530541944,0.04870554412016734,0.16029880867866317,-0.2914393438340411,0.04657318794668095,0.08543575450780398,-0.038667777069040905,-0.007945242267829155,-0.17259390391769242
I would probably enjoy playing a challenging and fast-paced video game with lots of noise and lights.,0.08603558427780869,0.07885966776314716,-0.025560901908744448,-0.0541171353743587,0.24043885247410451,0.042726584230485816,-0.08341352377104382,-0.06164453260346884,0.03385241246868665,-0.03646854391423603,-0.028196595850110036,0.1413878189013898,0.010089456264119778,-0.07997340233604894,-0.13043308511345753,-0.06485483364102686,0.010244169039238707,0.046257431146935084,-0.005073720678352416,-0.0213717468222363,-0.19001651139207656,-0.007274283543816388,0.0847648529247185
"I would probably not enjoy a fast, wild carnival ride.",0.06916165898448942,0.1255818259751912,0.11122794441089702,0.11850042157126192,-0.09900049064851618,0.03131378676977999,-0.1190512644883315,-0.14525119150803734,0.2705991702974489,-0.05799047301687953,-0.2820345962335066,-0.050807971112642625,-0.022215920438264033,0.15209853038027163,0.10163517262326507,0.039740657945930916,-0.020303680074919467,-0.08089396942915224,0.10449007713070343,0.13136395118924632,0.08944816600108088,-0.05219713052899843,-0.08137681519386619
"If I think of something that needs to be done, I usually get right to work on it.",0.11538653064972618,0.04333585179658466,0.1097054167854293,0.16214328520302862,0.12533974622466318,0.023296015048863358,-0.12376134808789796,0.08671961773631096,0.02275163734321387,-0.09552902430463034,0.010926086274148433,-0.0761867944452789,-0.12337536321396722,-0.11161646842733508,-0.1136826314622321,0.09068284070736768,0.01267933174611547,-0.09425161806867993,-0.06150893305587117,0.208593690326295,-0.18518200243439248,-0.19580642189935438,0.005369903141035787
It does not frighten me if I suddenly discover someone close by.,-0.06381832476288855,0.02299147024538724,0.5058851949077654,-0.3130805773156322,0.026952863781717434,0.19455462828651757,-0.09028754314562022,0.3488530010016881,0.026909746105662127,-0.029416767201169716,-0.09392473410662698,0.030451377568462622,-0.037704925940837686,-0.09759907399861029,0.05325216176330881,-0.19461127211891913,0.05222450023197477,-0.04221367783427423,-0.18984994522777074,0.1982785562615775,0.17368141691421285,0.05438475862507507,-0.08659215930313759
It doesn’t take much to evoke a happy response in me.,0.027930431568573943,0.04788541216135031,-0.014309560149384833,-0.08424221140432206,0.2674794670378147,0.02198875754652639,-0.0705960420585748,-0.09555749787892764,-0.05757088435643482,0.12477595170908604,-0.030049586253755537,0.14133396530963743,0.03052974486579816,0.08812045779676433,-0.06751210705403624,-0.08018925763733507,-0.11111035632733456,0.09304287275295477,-0.05130038482163208,0.20649875317175023,-0.035614003223487935,0.059675435574904685,-0.01121437128085436
It doesn’t take much to make me feel frustrated or irritated.,0.16918904421478156,0.07352319169709719,-0.04572225186077202,-0.021768977474587854,-0.10916517433143778,0.15562146906486127,0.021034894095652824,-0.06859362870814571,0.08141701710742721,0.1544076189607975,0.07977768281320317,0.07683300894635883,-0.22911748719056427,-0.04398504499795813,-0.056358058996660146,-0.09132966419226132,0.01602405407690735,0.1456677509983455,0.058409158719674406,0.21761361674946936,0.10921311005542447,-0.11103945597200351,0.10466145244776222
It is easy for me to hold back my laughter in a situation when laughter wouldn’t be appropriate.,0.039101621590008885,0.09014845690935915,0.019383334399815513,0.1667096446891702,0.04543731373368741,0.025648807237885242,-0.09788872400250533,0.05001228184275122,-0.025725705100908727,0.0786111598004344,0.3154339289643334,-0.13364910747502068,0.2014938631637727,0.05136656328940926,0.03892731753739353,0.019569486994584495,0.12102402432973351,-0.04119721649253845,-0.08883227501353556,-0.022847051017498635,0.1362126773874906,-0.11182751298417141,-0.018646555752599055
It is easy for me to inhibit fun behavior that would be inappropriate.,-0.004304125232390586,0.04688576145370485,-0.05420010810942022,0.04194391412117005,0.0384569724994127,0.11165199672903169,0.05348001457434207,0.00725496592962637,-0.27091321399579316,0.09554997024016591,-0.022852891749370295,0.08450295355079789,-0.07557107375949848,0.09528739795460525,0.09272488429742182,-0.030330187771964622,0.27927546007856413,0.09236261716912927,-0.03014550452931737,0.05647017500595107,-0.040159119082258686,0.15640444229399786,-0.047515359679142215
It is hard to resist buying attractive items in a store.,0.08101270223153345,-0.030937937869495658,0.009060279080615753,-0.056430244627581,-0.06181178919998556,0.02565102278676074,-0.050305297988782895,-0.030938153163265616,-0.011030260639288067,-0.03284220611634021,-0.08063161182726188,0.03185660951256968,0.08800131264038355,0.009906347652665674,0.17234983366518927,-0.19985318560095272,-0.011492338980829273,0.10302269436836112,0.006554217002381563,-0.06340931598979267,-0.024007900887367057,0.03835783867106634,0.0847419243073148
It is very hard for me to focus my attention when I am distressed.,0.22072963449731114,-0.11311631924098339,0.05098516852888548,0.1345443460765868,-0.06245373447503332,-0.0034611528608243826,-0.0783865855060813,-0.011118119745153816,0.1872437965955975,-0.029450671433702308,0.09960595496284487,0.1701569939353122,-0.14658643570151433,-0.1539197324317101,-0.06220582520911442,0.027633268685457183,-0.1446376423318692,-0.1646658210089564,0.1489603899443141,0.08801498359961167,0.22460536798305392,0.08009465491719268,-0.06364912136968698
It takes a lot to make me feel truly happy.,0.12347790301152183,0.14366729204582668,0.07421497068098941,-0.10026388362820444,-0.10919413546429996,0.0680991695978974,0.15119589473005468,-0.07525784074919717,-0.019656019081607797,-0.07082796567692319,0.25091799585757296,-0.046097942368294856,-0.0823704652161846,-0.1750737168407557,0.15590794024908752,-0.28866792395558405,0.041255562741357325,0.19942506908718477,0.10908280109843523,-0.0697186206994621,0.12338899086607007,-0.057910646804759214,-0.17141176932505983
Looking down at the ground from an extremely high place would make me feel uneasy.,0.1508145414803711,-0.06219284886990756,0.04639989196773754,0.052975475188449854,0.04398070822153517,0.05235450201191206,-0.02221447206350883,0.08535050558795908,0.036807076208177636,-0.17665855330432506,0.01935779219075079,0.009391892898877876,0.000937642303037782,0.0737146650049276,-0.019204330440929476,0.10143383618533225,0.01782696800796094,-0.06733830015656148,0.0894764324143292,-0.20672639352704855,0.07407123090467077,-0.08667917980539268,0.0627367911394275
Loud music is unpleasant to me.,0.1854107395038716,-0.026918009693403366,0.11155003169753952,0.16535560800794358,-0.06620200293905962,0.1561449615347355,-0.0037959648084307566,-0.0892359591086633,0.003126032873538153,-0.10132238364414836,-0.21812722065425058,-0.12084131931093249,-0.20950085862885104,-0.19354283856754503,0.00679469260806162,0.11422550916416287,-0.05647515108395965,0.29336935570102013,-0.0091223812007732,-0.07681244720905761,-0.0796281411755426,-0.053936082856941146,0.15901244938020556
