,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
I am usually a patient person.,-0.013094517742206801,-0.03727132950729095,0.15733839743885245,0.06794380307137113,-0.02253492969016945,0.010915903463671313,0.012685261561396223,-0.08057504521820669,0.17553217896317735,-0.13960473617557342,-0.0012956712592258476,-0.04117758153440473,0.00927082843345674,0.1287472843544058,-0.10483283109179661,-0.028001688058710943,0.029608989975839994,0.04138665185971611,-0.15288558164648824,-0.02086770456634202,-0.0907015561463184,0.15553578688949085,0.039845685060593876,0.05800753366203646,0.033282540642923124,0.09276993495710951
I become easily frightened.,0.09756395286283462,0.1730020499466633,-0.0901251350241759,0.02362424264990584,-0.1079657404791007,-0.1220568320239501,0.08746948720447591,-0.020169415534319293,0.0026672008697789396,-0.14501967812227204,0.0821061031093365,0.09942033945482506,-0.08447654921264966,-0.05725010320860024,-0.1761181108127323,-0.18402925297966316,0.018468053734782004,0.18182093343202835,-0.014275272319740392,-0.1560654262439065,0.1097663110239218,0.24643238753338034,0.026945877194218464,-0.06687197197435682,-0.09955389126690183,-0.09043401087164421
I can easily resist talking out of turn.,-0.06321497487087002,0.08168939169192387,0.1378151145994931,0.010838644077730906,-0.08359415761174023,0.03749100233630621,-0.07783191595478105,-0.11012915607708491,0.08164868612620955,-0.17751470759125426,0.06143066100461797,-0.04509730211550207,0.08048226924683602,0.08715011411177001,-0.018086073672488715,0.12346143662655461,-0.011754279405421314,0.06498705324543759,-0.15514127192696806,0.06179691607603037,-0.06411740960617074,-0.06592820954260273,0.08604428935112965,-0.18282639662044436,0.07890483952846171,-0.031954413128070604
I can keep performing a task even when I would rather not do it.,-0.030417707275174004,-0.03621478790338285,0.1369732034040156,0.01027604745975147,-0.026694972377618004,-0.05289912183388229,-0.027536012549710005,-0.028187354453799454,-0.030278496056260724,0.09667861195519918,0.013975141980557392,-0.04072751522646732,0.1474281236310578,-0.08847499419014473,-0.1042884041392197,-0.13850177435077263,-0.031257950632050044,-0.035417625978249496,-0.06269311372760764,0.16296584710140635,0.08087021089028748,0.16102902904509944,0.02607775699554897,-0.2100403796462816,-0.0347666361215415,0.04477528866828754
I can make myself work on a difficult task even when I don’t feel like trying.,-0.018227383659871303,0.012562560201005744,0.0674239691783342,0.06863229401364808,-0.009023734929453055,0.0028974339164181662,-0.062585494534348,0.062275046198189805,-0.05986720011103402,0.07914699390986873,0.013841260864699414,0.02971027315117988,0.1298554175320088,-0.06593441121968739,-0.07442711531441648,0.0013318490974236173,-0.10969857187156314,0.0987235033139835,-0.07059613329021737,0.1363580009024904,0.0920070969997734,0.2103615667522578,0.1357972942030678,0.05319235912652542,0.10496625352951157,0.11074194869200732
I especially enjoy conversations where I say things without thinking first.,0.07747422523564701,0.09041416562017994,0.06521499166266125,-0.057067278511260915,-0.01431672044153268,0.150319939167871,0.2012351275080513,0.11763671709832661,-0.12863783317944982,0.1279829170298651,0.04562072978165991,0.0069451031053324045,-0.07769327897195359,0.28552724209048946,-0.20292405942049094,-0.17172184333040033,0.04388622560113591,-0.011943096446553713,-0.23840971708612196,0.09549274014025964,0.20875109062558397,0.1710537846400677,0.15507124100766628,-0.13033743838624734,-0.0794478778838304,-0.22760083594330213
I find certain scratchy sounds very irritating.,0.16776921409451562,-0.009511713787123744,0.11461901588459315,-0.040053017890804676,-0.10049196870475964,0.1631414919525307,-0.0466691610750883,-0.06765006075100605,0.1510958963990172,-0.1661144966336649,-0.003715325434750588,-0.18019241862503066,-0.1658291387033529,-0.020160247787804307,0.1778297704727636,-0.03579158071834289,0.0075060936222275205,0.11807982350988677,0.03722390825231006,0.0963548511784364,0.2718260954641635,-0.1576124630114234,0.10997276744811157,0.14288122523428481,0.1806157286470497,-0.04864999452362075
I find it very annoying when a store does not stock an item that I wish to buy.,0.12374915674841613,0.10507848140834525,-0.029791839352325027,-0.10492039182634962,-0.12818555697443762,0.15204066427876747,0.0185004378997846,-0.0017975443127673512,0.051080355103198395,-0.20504939758450869,-0.015490149757218626,-0.19958790124543602,-0.027815496612094308,-0.08894797194603368,-0.022633976094043044,0.04221043055978481,0.07543304526546235,0.02292403860960379,0.06983155766748644,0.0777169165812274,0.10221455953219383,-0.006770854845686752,-0.024668119353566467,0.07549638993149572,0.2220450940010955,0.08804736076709462
I find loud noises to be very irritating.,0.1557611334280158,0.11481475357075656,-0.16588362533377415,-0.04950096765835253,-0.024020048900773958,0.1547226021368252,0.05190299064756851,-0.003119334203798966,0.07791843350570268,-0.06940461647535241,0.09630616049382897,-0.1034652469287362,-0.011889546691641073,0.02593541825302774,-0.008557237751983086,-0.010738272105194867,0.19910367028363835,-0.0043450387374936355,-0.0028741641069017243,0.04325616287227372,0.05773415888192,0.058633961465848136,-0.0062866691636989346,0.12658534398228946,-0.08714231758087622,-0.015301080207270557
I like conversations that include several people.,0.038229519649082985,-0.022179950581039116,0.1348963687687287,-0.07675993061867184,-0.007120629100877949,-0.0351913943258741,0.09599911883236958,0.002860064115631377,-0.0363963734854873,-0.05600544647837032,0.1186318026193479,-0.005180976557423448,0.06692222585629261,-0.02436705776443621,0.09839691419755275,0.0795326580134912,0.07337446055445813,-0.11064632037669142,-0.03293032661279176,0.12608948142441093,-0.13660963728977937,-0.023414966874965495,0.21490697471033315,-0.1745650466508781,0.02515069177501212,0.16393168077269873
I often feel sad.,0.14071747339859958,-0.010656126682697414,-0.08355637423806345,-0.03837671406561218,-0.09509187536116913,-0.11668011822573779,-0.048542721597979295,0.16826723866197332,-0.05733124456864493,0.006101295595976507,-0.030335404056456156,0.07593535539546663,0.06611825793732422,-0.07913481985404594,-0.016656180865077364,-0.15798079634877363,0.014750522383047639,0.01070124113276345,0.118976076496456,-0.06877452621950476,-0.11872906067550609,0.15650357851437482,-0.07855004996261634,-0.05415510741104485,0.011495009587686329,0.15567696473994444
I often make plans that I do not follow through with.,0.14075630469418488,0.06128972418086077,0.004237177472584425,-0.1087145556275135,0.05947265014491225,-0.11880143809582772,0.08900149251113904,-0.011228842214869373,0.0324378572588914,0.10012500772745106,-0.014194752364488373,0.03063284518574337,0.06722713410788148,0.09143330884180018,0.005966683181788609,0.015836709601834326,0.17726586792791343,-0.05703755638514064,0.01739389280454207,0.01646865707804467,0.10958698358425596,0.01959902389253019,-0.12812881554144814,0.04579033030891288,0.010999509658398125,-0.08734145975270217
I often make plans that I do not follow through with. (duplicate OCR artifact — actual item 8 already above; ignore duplication),0.12448721126514196,0.04562987602112041,-0.10246456915973473,-0.06403772238866214,-0.03899204764991194,-0.15772849377848708,0.047728644260666704,0.032842171842434965,0.07975264168676885,-0.029435392715799258,0.028467329762798452,0.06182564715113363,0.06249339989670433,0.06771941632067804,0.017276882789099075,0.08206515947903491,-0.023600148936315464,-0.12577280727070567,-0.043464795244741526,0.09451832357205192,0.25509814495091215,0.030821783718276725,-0.1405355926725938,-0.2542030256931527,0.173398138653406,0.24536422973250543
I often notice mild odors and fragrances.,0.16132308909887938,-0.018613631523271782,0.2094261570659943,-0.227161504165544,0.03137066711520573,0.0945577508620038,0.003358394814643847,-0.001352232080080673,0.022314553507504848,-0.08673398512177266,0.12679799402346156,0.2617598549232573,-0.10459752437442904,-0.04577781739487955,-0.16282715947501358,-0.057415402925938254,0.015508278655074521,-0.0912287723481149,-0.24876419177002396,0.11109451583102539,0.023235224178075164,-0.10860017400734295,-0.1906731674457981,-0.06537870373052958,-0.0336564519285091,-0.0001472597451278109
I rarely become annoyed when I have to wait in a slow-moving line.,-0.09053080647238176,0.2739421044390061,0.1605446682963142,0.1102209265102492,-0.11163908555647983,-0.08853027861804483,-0.06490322249901995,-0.005179548237743123,0.08756753249482233,-0.2054773760212756,0.12456086703016775,-0.07806232216705254,-0.02459855539747524,-0.013979728339089838,-0.019842099625917292,-0.0860817786813493,-0.07597028363354862,-0.01506941689689424,-0.20801453087482508,-0.12158414449642001,-0.03572029832643891,-0.07852467856381766,0.010931299119232758,0.19157576177885632,0.20236828007731375,-0.034169318820158986
I rarely enjoy socializing with large groups of people.,0.07923059824496599,0.035973837476038266,0.038585141975393235,-0.16290890104611824,0.16790838715505893,0.03670651687314227,-0.004270799403206691,-0.13310532265006494,0.007990538130341255,-0.11935456073107595,-0.19645229357076555,0.019108467938451754,0.14318607490512122,-0.17356273457235616,0.130175845762021,0.14429959197457398,0.0004072995643504765,-0.009890403700205526,-0.14517815964789726,-0.12223312265093204,0.043103610110091214,0.048241573997063095,-0.2004541945413256,0.16101907319325734,-0.002366082010334605,-0.06983647010813243
I rarely ever have days where I don’t at least experience brief moments of intense happiness.,0.14784328477434774,0.04955884645333064,0.031908490978954,-0.16020125859002896,-0.01801828923777564,0.013261009367627091,-0.05112456989138421,-0.10846574860860612,-0.28723447580933564,0.07493463689204224,-0.004227886950460431,-0.11375373311007715,-0.1628142002709214,0.09122048949771068,0.1691280588148015,0.22627945930102658,-0.01303420973540692,0.13654325497785375,-0.07601306836235024,-0.09169163257966113,-0.026044623556126693,0.17790352293749784,-0.1699362319365033,-0.04321035247041067,-0.03746897072165464,-0.0037381124095553233
I rarely feel sad after saying goodbye to friends or relatives.,-0.032593901970722636,0.17432638706267595,0.04338567991689209,0.17020267714239795,-0.11165539580349645,0.021837730241821136,0.2870325500429479,0.2163911497858474,0.15270817058654268,0.02269329850207978,0.17466744938883283,-0.011987043831642829,0.15748307928008407,-0.16192511492864856,0.041092777770297725,0.27135696411685567,0.10387384391109579,0.1603025738300431,0.09024051773902256,-0.013077998812371684,-0.06008185087642197,-0.015481738155002507,-0.11590991237420151,-0.1438238066833813,-0.09331600694274687,-0.08541291453056599
I rarely notice the color of people’s eyes.,-0.0724973278744815,0.11567473853059913,0.05697514353401728,-0.11297695555234637,0.014856249186103836,-0.15020592786477147,0.010198017357297636,0.020044945735491416,-0.17797481349567437,-0.030150997673381582,0.05578124621486319,0.05476563233467731,0.32143462530607037,-0.26296522217184926,-0.059460398472266994,0.12093498315182967,-0.09807688073933477,0.08947979301144673,-0.09817332095968395,0.1376513564103761,0.0690245766392485,0.05256455296097762,-0.02454191135963618,0.14690469473591428,0.16504216831083987,-0.12757417921641992
I seldom become sad when I hear of an unhappy event.,-0.07356277719225228,0.4366249045045691,0.0027163805367453756,0.27522897013407127,-0.0753824428586678,0.1632238219232683,0.09023394277657883,0.0826475218663627,-0.06796025509678513,-0.03943056303607498,-0.27346578271982397,-0.050898237411225275,0.07985782611555105,0.10179616954939316,0.08831652554560963,-0.05157329705743638,0.028960092366078417,-0.04367339146184317,0.06824201591525104,0.2255322319903021,0.024772817597752215,-0.027816799728676206,0.1339626881419041,-0.06824073300506639,0.015794493595907393,0.11920465426487782
I seldom become sad when I watch a sad movie.,-0.0920499730582124,0.23134482571133205,0.21007684482441957,-0.24069053838039864,-0.27507149773407613,-0.010013807218695485,0.08602664572522722,-0.16982911260328673,-0.008940587423119598,0.19488937752517527,-0.018437089185101924,0.031081647981760455,-0.30423758319983124,-0.003177762592123255,-0.1517020681561828,-0.12420981203691625,-0.006302387034085502,-0.08461293736414144,0.052634252399932746,-0.1772960114503693,-0.13237066354417376,-0.15332541016800813,-0.025448578511024108,0.04806288351162728,0.12195537185033903,0.14153467428878339
"I sometimes dream of vivid, detailed settings unlike waking experience.",0.20256078182515205,-0.1269838894466613,0.1429664686349336,0.06159432883590436,-0.10219764641360458,0.11083193445112757,-0.057085411941597365,0.04816801365981422,0.017610255591609718,0.04906728616401852,-0.02770657119261678,-0.015422381280665818,0.0625508889502872,0.05272451297684403,-0.04958859292427461,0.024944683290100668,-0.1283462645618373,0.21073555080844125,-0.02973953957637827,-0.2343240700758885,0.12639664369135803,-0.16260485276743122,-0.15202814289242944,-0.03967175026080742,0.02699359778085471,0.1420285420663327
I sometimes seem to be unable to feel pleasure from events and activities that I should enjoy.,0.07198063744590541,0.15806161346436118,-0.1331163926595174,-0.0010366412301295576,0.03218806395987139,-0.090661708351175,-0.1937499100430165,-0.20299177187267367,-0.022962554548324885,-0.07149597702627303,-0.06181682191025103,0.17228294862108554,0.017905546611593475,0.09522992639540953,-0.017417104712855413,-0.028102554180938613,-0.15879003527404267,-0.08649146136981171,-0.020293489693269266,0.16206310767364043,0.017764459848229792,0.08803187350646588,0.06913955297185628,-0.026824770343244462,0.035851542675867105,-0.05158758575705617
I sometimes seem to understand things intuitively.,0.034764108039725815,-0.011038780055517757,0.21254869588426514,0.04379186779551659,0.03999504937903356,0.0021576394436229242,-0.02337712731817121,0.029685241108561713,-0.16384978650366472,-0.037539937085362116,0.03440082719259332,0.06969755879807155,-0.010836820936619383,-0.034490930183973194,0.08542215015182442,-0.12277359355312131,-0.06315205758405455,0.13216189363086878,0.11753256647039502,-0.02006618607494325,-0.08698446188118177,0.02860014259611521,-0.041904867820731106,0.11516407115305585,-0.06077658061004095,0.0207842051391239
I tend to notice emotional aspects of paintings and pictures.,0.006455592954659094,-0.023898143570584222,0.1472246274081833,0.07917548524200725,0.03749894470890497,-0.0397636837518844,-0.026640167799729757,-0.12479795826593254,0.04859452030517986,-0.038390701153099845,-0.0868769855479815,0.058706313572587425,0.09830883970705442,0.06897829984260671,0.060701322235307796,0.03875475419673606,0.08045659787292055,0.030053181678529856,0.006533949035882033,0.02852691306694149,-0.06802907235207967,-0.13001231463586044,-0.08889544803266232,0.0214698219412851,0.026537202073984134,0.10274903502805656
I usually finish doing things before they are due.,-0.01761544506921317,-0.0007477385717781187,0.16021692283982117,0.14394103624882115,-0.10654278073500391,-0.0034989000908249033,0.08502043054483932,0.09622106409981673,0.15845153576021392,-0.051160793174076714,0.08368146077488997,0.0030084798667424327,-0.029160291901135647,-0.05952572184236547,0.09582955362346891,-0.15870788487206955,-0.07155893279520055,-0.01495400368630964,-0.0555595675488865,-0.009668057808905913,0.0427061115048473,0.1658268615013347,-0.10346323970445606,-0.07045385401181536,0.18012601475021853,0.024467659508409515
I usually have trouble resisting my cravings.,0.16536651315524348,-0.033642595943293135,-0.03905380794749966,0.2719918273355187,-0.05064649200506837,-0.027652989089694418,-0.04297296818077524,-0.10532324425000694,0.03664128489165596,-0.01218230774423206,0.285859987485478,0.004654368308138838,0.02000975331506256,-0.009584273312988835,-0.03707645191764614,-0.07615649123545673,-0.03545565210296816,-0.10098832582566719,0.12510283894439556,0.10013464986049506,0.10049249967478457,-0.01147948373647948,-0.06599116108378189,-0.015259299495263905,-0.0006158750027758568,0.12147371965350423
I usually like to spend my free time with people.,0.017995857455041116,-0.041891251467544126,0.15539581201450978,-0.004727762145400398,0.016126570238745804,-0.043552656791998504,0.10020021663156528,0.04628297531110389,-0.1195263054697002,-0.09776383284167907,0.0875179968896294,-0.06745272023364242,0.025000499411026857,-0.08409921172782676,-0.0511269792963311,-0.016826020698388636,-0.04424633634838126,-0.041212573258188064,-0.09276529484374366,0.09634340311200193,-0.07041354989583082,-0.06042681698470742,-0.06174214050482051,-0.12055568001937206,0.0381402993086115,0.2294238552462214
I usually like to talk a lot.,0.02585750178580106,-0.09501334023228197,0.08299316118895247,-0.0511772179120728,0.01420903447727111,-0.22554976937640808,0.21114159535062568,-0.19103307535037703,0.025416910686479346,0.0983532599880748,-0.15947268154309002,0.07760491652039557,0.0638707293214302,-0.08399987241299253,-0.0026036030486526417,0.09984962491599281,0.27900443417090076,0.17449247510654706,-0.07793392586975584,0.026801373330216996,-0.14734583270788792,-0.003450825067151586,0.139458584024473,0.03256743161890324,0.17890111612641402,0.012279722569061034
I usually remain calm without getting frustrated when things are not going smoothly.,-0.09537370713695316,0.1038787479462873,0.08179243395400791,-0.029022030674619254,-0.019415074377117765,-0.006047072684324731,0.022553176854350387,-0.022758383326486834,-0.01647207774939454,-0.04873022673501738,-0.040120567440236884,-0.135238834676051,0.06500430232896282,-0.01696319952539847,-0.07082446313416606,0.028137736709187275,0.12609549134856743,0.06419007409984222,0.1521823203390479,-0.010024455178946437,0.12881456561819357,0.02349073082685117,-0.061108072633697365,-0.1697634616900455,0.3030100202373969,-0.1096701043918341
I would enjoy watching a laser show with bright flashing lights.,0.08441458742426763,-0.008848336467067196,0.07467333750684589,-0.04049730892043527,-0.19058629575297867,0.22237014616278464,-0.05422062981781648,-0.016862757977256036,0.01303924550988024,0.0014539598519419702,-0.11432435990790935,0.08446023359514251,-0.0004572881011878811,0.12298969224374313,0.03657495108548576,0.22102830647507574,0.07202186927828891,-0.07577463450074567,0.2158530999629769,0.049305919846589656,0.008533600678193583,0.2540536034440366,0.08651774787625337,0.06021729335071174,-0.02496025546656337,0.12290157997292118
I would not enjoy a job that involves socializing with the public.,0.033246928873693446,0.26730890145751945,-0.10731856542814894,0.041519763362037373,-0.07309964521755925,0.07848793457816906,-0.2650227474162619,-0.11929539092233123,0.010627950049434525,0.27164944583394374,0.2999720872374688,0.02619125020123503,-0.03419944407466107,-0.18274999121642058,0.13631397429066888,0.012317319536074116,0.29301753149594767,-0.07026755527813623,-0.13404252528651572,-0.17745668916115181,0.10337957613901304,-0.08096983921127766,-0.00467403544438566,-0.019060194765355164,0.0429091930340962,-0.06940088426801802
I would not enjoy the sensation of listening to loud music with a laser light show.,-0.05207138897224325,0.16080068372983056,0.11509752518547917,0.08896235164330604,0.20842415319978483,0.17794934292514528,-0.23805578335211947,0.13824464621426155,0.2741693897913875,0.2822992178861981,-0.18279102388669802,-0.014154069812566233,-0.0017107834102884605,0.05773492592399741,-0.20076435364268078,0.12021958291592574,0.005961900027181426,0.1970438608765116,0.01009044801105645,0.003823473715687683,-0.15720009685789868,0.04301710318165739,-0.03724478897109723,-0.14242593097580963,0.0770750765627829,-0.1739902695636949
I would not enjoy yelling as loud as I can.,-0.03940140170710883,0.1704844214838989,0.07591184025668664,-0.26780638162130627,0.3608473186093416,-0.036406733598045415,0.1785020476618393,-0.09330519110402101,0.36270461838634244,-0.14925210832996724,0.08357966514115142,0.022085767684459166,-0.04958719642678605,0.08699672089088453,0.21152539153978345,0.0252565898316812,-0.18944542119251834,-0.042328821260564184,0.13766969457159056,0.061449349522098136,0.12589901830208775,0.03603359380553111,0.05922682936892005,-0.06708867002967159,-0.14295547380870938,-0.10277542718165344
I would probably enjoy playing a challenging and fast-paced video game with lots of noise and lights.,0.0802919653940194,0.02896117710853162,0.03904226045006776,-0.029994506471615518,-0.29411467083920256,-0.014493973763281657,0.09922406241151553,-0.048185317032497524,-0.0544823487480797,-0.004718535190294889,-0.031059649019966634,-0.03620500583886874,0.0835164906499355,-0.0396047772605153,0.02185179029760905,0.11543171577103215,0.016344071248291785,-0.1182728509067494,0.07192176963039151,-0.044937264444700774,0.015532471131599805,-0.24735830097288317,0.2898652920042104,-0.1684544048563873,-0.12778079001635856,-0.1917065938274282
"I would probably not enjoy a fast, wild carnival ride.",0.010891864253387529,0.24296891441899557,-0.0006965602824850544,-0.10596334285599045,0.03796434294516122,-0.12074615017705673,-0.09666126437130208,-0.18707925433886133,0.16979762367678802,0.1896859490124192,0.06532492155561752,-0.23682600865583803,0.08856954231335225,0.0005049180499645298,0.06359464578150992,-0.2538032458107169,-0.14713830136073697,0.07776421548759764,-0.002924510694269031,0.0025660840629477986,-0.20978853736576694,-0.13125800739000482,-0.10582741439739259,-0.12450559944365086,-0.17686556772133655,0.10462233578222013
"If I think of something that needs to be done, I usually get right to work on it.",-0.015735155146206586,-0.0011634789508559915,0.11098547851259571,0.023989732629278466,-0.09507955998397627,-0.031171478291857204,-0.010956047617438005,0.016395262020344796,0.0036798493553297706,-0.12107940289133448,-0.012029543642111496,-0.09107573916079321,-0.05007464438263012,-0.0664368486369044,0.13384880482096445,0.039516744942761084,0.016917754326385297,0.016843454081891984,0.08906220369548537,0.07516121634195225,0.033767035309606445,-0.019606228356665423,-0.047136762010394885,0.07189537079027836,-0.12395402731308464,-0.05717916191077113
It does not frighten me if I suddenly discover someone close by.,-0.056422359113610036,0.13536307896574176,0.19674514482421354,-0.11968697835131419,-0.09481104216443349,-0.10346014529793882,-0.12691407538827332,0.2321958004845837,0.14063501748446572,0.29503706304134947,-0.06383495352254531,-0.039223420309691115,0.014451591168702382,-0.10126437754720129,0.17297639381513247,-0.06253152936401563,0.02896827447396473,-0.04414259882778268,0.046972196146998935,0.0760317216451153,0.08711280955890259,0.20373051680636847,0.03879872289138874,0.2249291178291704,-0.1389014206646394,0.08955311884711918
It doesn’t take much to evoke a happy response in me.,0.10651930726953966,-0.0761276631858703,0.21547745249392827,0.12613159170429822,0.02662557157650241,0.11830841620310426,0.14293564675832462,0.05213385328504523,0.0318775025637459,-0.09502735262107842,-0.17603457254430008,-0.04448402483400669,-0.033062983927740784,-0.05026783723679939,0.023653608209015655,-0.12378051299229179,0.11750068447608203,-0.12885666507282184,0.025511232164288484,-0.04187240150072781,-0.00395330377474279,0.00966899554173045,0.03401233111980362,0.12445239326116596,-0.11611563374602452,0.04704675821646708
It doesn’t take much to make me feel frustrated or irritated.,0.17272120788971765,0.040817578692634894,0.017492092546863312,0.07801636880428882,0.08903663213375651,-0.11164398854639737,0.07398377330285102,-0.20516701343978194,0.0819939309663097,-0.02018379531444876,0.05103384354890315,-0.10077772612366621,0.10556855364807828,-0.027707893322482954,-0.09822405320990726,-0.10084108468403011,-0.00672261912114472,-0.17679568508696164,0.04614863129951276,0.08367995090720225,-0.09539516772147806,0.05215739977863038,-0.12230456312181653,0.11900828419076344,0.09921892261329306,-0.15367458891700475
It is easy for me to hold back my laughter in a situation when laughter wouldn’t be appropriate.,0.0163973231334693,0.17968397507644696,0.03825581716400743,0.12199065922475337,-0.12688319318584862,0.06300790033155516,-0.15727076624739741,0.03627362687186207,-0.13116977948452663,-0.214500193322408,-0.149200886336318,0.06975470583852598,0.16285352671925535,0.04233568086723207,0.08798245956988063,-0.003394405417401589,0.17731769863973043,-0.20728099650529744,-0.03136153410967637,-0.06716534296592776,-0.2041844313361607,-0.03127233782597079,-0.1927558165341984,-0.026433233371602752,-0.15981839877112852,-0.14278365860749206
