,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
I do only the minimum amount of work needed to get by.,0.11012371156213323,0.11864543048235214,-0.09809630621990328,-0.016945092935591172,-0.013828935373992617,0.05920710956675824,0.01621446756455042,-0.09286985329667176,-0.07264741385988535,0.05166578056698287,-0.010318403546467217,-0.13233176689768889,-0.027264039148036212,-0.04148386316038033,0.03823668081005657,0.09787716420519282,-0.04655587099357374,-0.13957550401090268,-0.16716690013445648,-0.10398261709395075,0.1485376295403464,0.12918251115964693,0.09692014423015817,0.042608437704757064,-0.07701848974788907,0.0555463692274229,0.08143339341240109,0.01985806474218545,0.0006165834314111901,0.15306314773776802
I don't think of myself as the artistic or creative type.,0.07019094386480228,0.18572601649046536,0.1888735236545134,-0.06383477018059583,-0.1302981345831048,0.2632809789951946,0.049505551217425184,0.060495796255523746,-0.07876404256867577,0.05829592534229102,0.18199160080506005,-0.006617915895549846,0.22222538820155371,0.06957119641173788,-0.12387186712998538,-0.032588149968193904,-0.057738152958571466,-0.05863716680046271,0.11566918116635835,-0.17244560645454055,-0.12688165188875924,-0.0795267031885924,0.026379216456918823,-0.07025747593683075,-0.005237661167193301,-0.08113146699384377,0.05872665912546193,-0.05925442685988052,0.19983948161616968,-0.020620071333423272
I don’t allow my impulses to govern my behavior.,-0.07411462012093943,0.048689983530558485,-0.026825453627151417,0.0027566543490188606,-0.0042343280483063865,0.018940335002763015,0.014018935625849844,0.010844475319201958,-0.04724943979154991,0.09394130014628707,-0.05175574994591824,0.0024973579190604037,0.08961649183324483,-0.015121568592546585,0.1082209359194217,0.11470624945413453,0.06846070538727755,-0.07162914764188669,-0.02447172022469981,0.1395964835429822,-0.06602086897091859,-0.0734606096607944,-0.023176120301855476,-0.009875183383977228,0.0800870305275495,0.013399390363704427,0.09263332035066787,0.03485405531480104,-0.03876421630127348,0.17304366078111208
I don’t mind doing jobs that involve dangerous work.,-0.023312744246940558,-0.020253026237957782,-0.08875792391763676,-0.24703303327883094,-0.0007663257864575252,0.005852102839855632,0.2076512612252447,-0.12487123505391406,0.16096974390986094,0.21989430245775554,-0.007099736450406546,0.027878066519719844,-0.060566093358212385,-0.1528434331603153,0.007459432004508505,-0.0101018993525908,-0.059187056565641286,0.021883203579132003,0.01509134799172928,-0.13802738576734402,0.00657869731643168,-0.1792700289058689,-0.07489298070002987,-0.03718243535191245,-0.008589311456198971,-0.1102318025206477,0.009205833248423214,-0.17224307249968485,0.0638937844709747,-0.07618269686635616
I enjoy having lots of people around to talk with.,0.05482296390462737,-0.11253124616823311,-0.12522131546704882,-0.03420562283393812,0.004104088398497467,-0.01844174779333053,0.0497649304912635,0.08595320949781904,0.012809758874412954,0.06024422739607479,0.0861162189163784,0.1388286380083341,0.05986896575301901,-0.125037551121581,0.04434900635197622,0.05998639861379452,0.14414840734654294,0.03872859633417034,-0.07121612426656598,0.21239903127271575,-0.013151882476154588,0.05157658127114037,-0.12933685226109012,-0.12213610262489674,-0.10492614471780612,0.012175690175856175,-0.18288586405234453,-0.17965585265958398,-0.07020973309190662,0.1071248895342871
I enjoy looking at maps of different places.,0.02219789901212222,-0.041937094184986624,-0.04939203490889649,-0.03612722994434218,0.16644191719137943,-0.003687978664369926,-0.07832748238262086,0.007500945344093027,-0.11189238541598295,0.07078802004661958,0.013590380132914942,0.15432225004617225,-0.05835030199910094,0.04289698669883712,0.044164448286880514,-0.023978013387966214,0.052957681372886214,0.0792626033700589,0.11353295610734483,0.09932617628321146,-0.037100971821187156,-0.006689543792518389,0.019303619065967944,-0.10497752187141463,0.13826116281218015,-0.03664153868478502,0.00999059991988608,0.04090490557759459,0.002200501960908753,0.018550575795263237
I feel like crying when I see other people crying.,0.17761020747021997,-0.14827850917967836,0.03191746145561379,0.16750699994929233,-0.09365563770875963,0.027352098251315203,0.08755017007202111,0.029115861946737303,0.12011907015114705,0.20991331538207908,0.21074354735925466,-0.02178183133698435,-0.1051932417343911,-0.10178450533518085,0.044464925414786874,-0.1000850394980098,0.01739658775211096,-0.12478542231866978,0.11851817488310125,0.008490185397859274,-0.03576988225510535,0.047415054365182965,0.14311257953503265,-0.1207451330782155,0.06104895069421124,-0.21287180799655897,0.20190585657301344,0.03749176473950931,-0.02864732474425411,0.00026693758522392447
I feel reasonably satisfied with myself overall.,0.03566484330612273,-0.0848055403901138,-0.04895826975929233,-0.013334346806636817,0.09266661822104423,-0.07067185661495805,-0.02391252443632163,0.006565009510897126,-0.11975008605342254,0.03909286433009545,0.09163744403874033,0.11210773000735724,0.055662629626710244,-0.025161614758089205,0.0817024156318807,-0.003918887988592756,0.05100403628936842,-0.005308774552497497,-0.12061656873570333,-0.023841373995729793,-0.13713411505293502,-0.0641067808890942,0.0655170259994267,0.01803100303484203,0.06245903874860939,0.017610152892093132,-0.12256952389487934,-0.03295569517544098,0.06023724669091848,-0.07622430417916402
I feel strong emotions when someone close to me is going away for a long time.,0.24563106343919192,-0.12260471642102441,0.05415951463116419,0.10665924316272114,-0.04157596175360969,-0.014581834246919837,-0.0027117761889150944,0.13744308899394467,-0.15767765045328574,0.0899790806767787,4.702939939591575e-05,-0.04944410937197147,0.07371335651197765,0.10440542414485376,0.02535558141628833,-0.05900776851271599,-0.049182491958692544,-0.017916518117415126,-0.14621887372980913,0.033096942773968324,-0.010730504438684096,0.02648950858668827,-0.08564886356431484,-0.0269128689939434,-0.01935266485456181,-0.02048614132601377,-0.1350204677383162,0.08404521350901567,0.03707310486118233,0.11146627800212999
I feel that I am an unpopular person.,0.05290335665232174,0.17206255004491428,-0.0347134591239921,0.166472417531435,0.0244928641202919,-0.06585274176131088,0.06379921731732087,-0.05475962565587827,0.09061976544070732,-0.08971783064418484,-0.14793028521630225,-0.2572746660456381,0.014712880706301903,0.18234956432876534,-0.05972409196656671,0.1398471564114656,0.02617397290916901,-0.11597810547013483,0.10525113792650122,0.09543144487159237,-0.05843283275389593,-0.10934741560173285,0.11615231616702339,-0.10759183501595374,0.047920609225021844,0.06788101919521206,-0.053731944863297035,-0.020124663532766502,0.17277093360289078,-0.13255607985315465
I find it boring to discuss philosophy.,0.13091518516811215,0.11442745994744714,0.0002664244194464704,0.13920396655171294,0.03278359601138494,0.09435258390192193,-0.15802947471767348,0.077446360401341,-0.004189298615251039,0.011701307050523189,0.11222042664092935,0.20056124691762606,-0.21505819288633563,-0.06685475464414739,0.09510536229081054,-0.10359462105953526,-0.03688723602114008,-0.03796677480554377,0.09709600006416332,0.03829305551782316,-0.08072460938310719,-0.19515251716185214,-0.026138130170469783,-0.19516816485447477,-0.08289068897862942,0.21530176812307653,-0.12595630871978372,-0.14294122299055426,0.011949184177740671,-0.004592772370623754
I find it hard to compromise with people when I really think I’m right.,0.07399711201519708,0.04886311940991841,0.11098925295821845,-0.1318060069812623,0.2903055216543594,-0.03871711879650768,-0.0006307430050343743,0.12779878318853471,-0.15307267408878925,-0.01710900082814107,-0.06996222792112,0.008537714524973518,0.04222144302409007,-0.08802521294546975,-0.0052581225498720624,-0.0022069056977080466,0.06585212043477821,0.09355299819841957,-0.22715603534237108,-0.08542390871063744,-0.03299928064431368,-0.015615648326942209,0.16264790871963977,-0.03092226657982796,-0.10323550561290068,0.11446697022012756,0.20644784190577076,-0.2022980874693922,0.1429511818965869,0.0674085696510918
I find it hard to fully forgive someone who has done something mean to me.,0.09459651299538463,0.08917658025176693,0.2462907082318346,-0.06788458805204832,0.07212769869585989,0.03097807412114249,0.14630820763707011,-0.030790813515813076,-0.1036849790215388,-0.1394469836848381,-0.18592693793438378,0.010062837137210814,-0.10175364833908346,-0.1349772479798077,0.05182607887572058,-0.0035224400742414033,0.07370408375106531,-0.1792812197591119,0.04002330848893343,0.049987678194047556,0.09569682720954373,0.04049896698511507,-0.03997222329342033,0.03385950723486457,-0.12349497680147438,-0.0874574807619984,-0.03201462125212605,-0.08035675904339838,-0.17736996909331418,0.01057373005267417
I find it hard to keep my temper when people insult me.,0.20072298296901006,0.14046652515159805,0.013075181321512086,0.011137161364710319,0.05405843121328439,-0.029106637766583413,0.031080672193467707,-0.2900438872175773,-0.09848699149422757,0.027203506574757577,-0.05725440725144569,0.2596745249998329,-0.0092849727266841,0.16921267416075458,-0.008933451672248419,-0.022042680827251034,0.0755083711170471,0.006121763020191439,-0.1538534904109635,-0.06296632297098724,-0.08980792203388976,-0.025452327754314528,-0.05793829402844671,0.017926664210787365,-0.17405620279138606,-0.1682139171938394,0.02530134073528309,-0.030815190196811344,-0.10929960241926683,-0.13307241612596002
I generally accept people’s faults without complaining about them.,-0.02546470793388902,0.0299968053965711,-0.035738595118436606,0.15634102375999404,0.007946113948852758,-0.0007506989217320515,-0.07017672075502646,-0.05285310074312642,-0.09134527547455805,-0.07147664379720065,0.04337004760857306,0.03997453754453769,0.016400422993389684,-0.07676137001602204,0.06342095543627754,0.12316455506362695,-0.020824060161231443,-0.00939108853741354,0.09749098959151416,-0.14720579934537056,-0.14470349186568285,-0.11259484083283787,-0.014986517465599793,-0.11808181205909091,-0.00010644563212657495,-0.12001055551947813,-0.034334251241207814,0.10961202756312095,-0.02856041008486416,0.11284502964744998
I get very anxious when waiting to hear about an important decision.,0.20258101997004294,-0.08313556501288963,-0.03780007531201755,0.16173892914541507,0.0043948113978533555,-0.1348382841852856,0.07036051486093092,0.20044003577238537,0.09236145368330059,0.06840750849059535,0.21726400997972162,-0.038371728822582,-0.06231281078913233,-0.013962413661625518,-0.2565981674549376,-0.007476454339287039,0.02477251406015317,0.07866244216600476,-0.023648663711069565,0.12145632132688326,0.0710747658828278,-0.03490891320832031,-0.06145121416069103,0.2610888641691764,-0.09797570856831063,-0.012961626572860102,0.16083338704791103,-0.13424825630976586,0.08511777981093796,0.0013601242907008962
I have sympathy for people who are less fortunate than I am.,-0.0101354598837969,-0.09358889373295348,-0.04381426554844152,-0.06041832617891692,0.06050463014222435,0.001026706738135254,-0.12444616176142004,0.07805405674368217,-0.06925519754930046,-0.1736717478552131,0.08128441386055306,-0.031142963774563062,-0.005813827879613334,0.12026765252348068,0.1466119482351245,0.16537442332033597,-0.07152007538607384,0.16695504743848955,0.011926880326372838,-0.10717268853987172,0.09887546681404275,0.02017617187595724,0.0185230695526575,0.07830438351181807,-0.01871781925955785,-0.10580359749999232,0.03154449258001869,-0.11785754702473987,0.048520729373791774,-0.057967604581560535
I like people who have unconventional views.,-0.03173829902753245,-0.08283549879100875,0.016014399324594093,0.0363433293843704,0.1020906974754648,-0.08637668428857205,-0.022383315888196666,-0.009314809886519532,0.11952051830068224,-0.02610466052118634,-0.031000372675999158,0.1074351864768143,0.18827241570322598,-0.06425480681667411,0.015899190312820572,0.016104706872210762,-0.03685772752167372,-0.08432922171314981,-0.10568852573623051,-0.02826339673699703,0.0952950857022531,-0.046382250448182255,0.08910093114516848,0.14005983434357275,-0.09140018220103899,0.03420253694356497,-0.001901998643939253,0.041129963460948736,-0.07061449486252513,0.039494459483081834
I make a lot of mistakes because I don't think before I act.,0.1260543775768417,0.05418386893591803,-0.07271986788875173,-0.08809899040825431,-0.015158552468208998,0.10871732218241624,-0.01495192832814091,-0.06878390794777492,0.04248814890126995,0.030038602121037518,-0.021987928152222603,-0.10393545190897015,0.03835768621620087,-0.020956288604514952,0.09952083584782048,0.15998791892025713,0.06873692268362903,-0.1015950290892674,-0.06258987724222087,0.029505661878514403,0.025489409363183283,-0.16629077123350217,0.04965972302911583,0.043603579948675454,0.0316459226800093,-0.1858719216200577,0.04451913488083308,-0.05647837516237859,0.02834089300938597,-0.10108231264961491
I make decisions based on the feeling of the moment rather than on careful thought.,0.16847992374354193,0.06607249100376598,-0.1544170483243197,0.025601695489738265,-0.11135756897493054,0.17109112742468685,-0.009632982546131577,-0.03343034632469859,-0.007962149010367656,-0.08807034560244772,-0.056213343666892755,-0.011702555580376615,0.21943432975187432,-0.09914651427243529,-0.11242425828238527,0.012268109526648495,0.08897098635551191,0.015578385589517857,-0.01961219920044447,-0.013633650387899784,-0.13197484310123722,0.027859948154669648,-0.034421406733362324,-0.02775997933292711,-0.1204883483173214,-0.09882894247640121,-0.083966633254775,0.1439887267135278,0.0828332122130642,0.01830983779229305
I often check my work over repeatedly to find any mistakes.,0.010233392567221472,0.0565254341527087,-0.03095196667977426,-0.01935461592163661,0.08226900786709859,0.0727887410362944,0.025035886034296396,0.012709422610224253,-0.08133399385365715,0.031153646165518918,0.10275076131582653,-0.04743578062383208,0.029853025697259082,-0.044202865443584274,-0.023786359849588014,0.2296295772958516,0.006349816231464507,0.1558464213493172,0.06256919396700762,-0.13620186770119097,0.04377000092228997,-0.17141588172776706,-0.11881735582192482,0.068472732918596,0.09054585365115339,0.15431079416564383,-0.04188578655382729,0.05308215393617495,-0.06885782448128083,0.07653521230963532
I often push myself very hard when trying to achieve a goal.,-0.024100288116285198,0.0014404028377879125,-0.0840904286612447,-0.011321461314460421,0.0013984258384539922,-0.08063867492205894,-0.031759720867244,0.16467219193698654,-0.0574479322760117,-0.04134303038741087,-0.009132367463381114,0.07004594860397863,0.07563343670350553,-0.013905471882193102,-0.1348900283759887,0.0501613067338102,-0.0545697673379677,-0.10270617134679204,0.08340248501167197,-0.028139576235052765,0.05070905096035967,-0.13102201078889128,-0.06597017478600083,0.05455453053650268,0.05554461537296359,-0.00938304218269103,-0.039682451251900716,-0.14096963121234554,-0.22026355517719157,0.042396879339042765
"I plan ahead and organize things, to avoid scrambling at the last minute.",-0.04282195729704862,-0.023131877157663693,-0.051348131184294474,-0.027540298132465155,-0.015104409505157885,0.015508824619802264,0.12367221771966484,0.024659142016142166,-0.027579946725321096,0.14498715622909467,-0.04628410859318205,0.09468151733382396,0.1315196597345082,0.03606161916236142,-0.056800984571066644,0.1491917553549433,0.053501252622101106,-0.10871748491296244,0.15483034631516562,0.08139128908818091,0.030043939425579227,0.013700460996137418,-0.05454213574407584,-0.16856268831896404,0.14698218089736612,0.008613218808688232,0.1005540575100229,-0.06792267087250337,0.16813824589450768,-0.07856389581779542
I prefer jobs that involve active social interaction to those that involve working alone.,0.05426929265566694,0.0018620262788867433,-0.16685959315371,-0.012082812843367905,0.15470857191209525,-0.019068212120210037,-0.03551911828187428,-0.006209563105050001,-0.09068258884419178,-0.0938855695668502,0.05671386941483033,0.03068059097334007,0.03337925509134916,-0.010272179140606194,-0.12611115408857132,-0.13764953427695584,0.007992735922117479,-0.0548060615175927,-0.03070852401433985,-0.0016615039066523083,-0.03789676313891406,0.006564614190009523,0.06909294573955743,-0.14281494721492757,-0.10538708364597515,0.19825115802535476,0.22203828454538413,-0.012629992948825478,-0.0585704984807031,0.1266305537227155
"I prefer to do whatever comes to mind, rather than stick to a plan.",0.09179153122358713,0.16566098598776338,0.022954950854374503,-0.022334730621467618,0.0802915386621569,-0.13070192152687182,-0.06967857113272913,-0.07363650668370206,-0.1420684085718913,0.15912850534232476,0.149375586927177,0.08517089230457539,0.19013497798970536,0.08547753826471398,-0.01517210952328984,-0.10797906268091705,0.10890455541693786,-0.12311304303669604,-0.0014045027159217964,0.022029012755797044,0.14468697372689668,0.04217104865796152,-0.07366589435777732,-0.0017431011227670267,-0.059590000743924294,-0.04713337897520824,-0.10539395970654969,-0.06359543615817903,-0.03510027164163307,-0.18740209977893263
I rarely discuss my problems with other people.,-0.08713217285931331,0.16991803838932487,0.06725214361599316,0.03793405984114269,0.17425722928275217,0.13817766178337149,-0.14334569844805287,0.04586822073177978,0.09447397333827777,-0.08439494705138431,0.13324726547559684,-0.10669256012900712,-0.019818853331337587,-0.08439500797321678,-0.02439828820401533,-0.11917364454949354,0.17823763397777898,0.13434453268395383,-0.06126256764844512,-0.07240899772920585,-0.039285756589498164,0.031140346819571358,0.050982981156801346,-0.010916529448186621,0.09339466601852536,-0.10006120335509047,0.015131647868624587,0.15687920622589951,0.04757498769896278,-0.03458926221685952
I rarely express my opinions in group meetings.,0.036417203601065436,0.13243145809081738,0.13051506740186994,0.0895664681248984,-0.05666256419761089,-0.0017525201402445087,0.1586389530334264,0.045087721825440075,-0.02230925285223997,0.015236399908016323,-0.09288924479186167,0.07840046827309341,0.021446310687817934,-0.0993318230026336,-0.05772909870747957,0.0717648189703134,-0.1122026151521054,0.10055262087541303,-0.06103533931001188,0.08573696650134634,0.33392247341073256,-0.036183929125405134,-0.045166749950257636,0.07464971671676902,-0.01707814657831048,0.07279099199485141,-0.1286593212143727,0.002006624305421905,0.07104065264067749,-0.039499045298601335
"I rarely feel anger, even when people treat me quite badly.",-0.15621338613508684,0.06559498028070265,-0.2107642907244049,0.017599789726163786,0.14375987548262992,0.15450608335355168,0.22406401418618482,0.10948799462609574,0.1590051712837275,0.052858242118125544,0.09231306670941827,0.1075411820353966,-0.1481809614680021,0.07138613912154627,-0.1776443324332725,0.0876819798969176,-0.08744476954679932,0.14653159354267378,-0.16449271906570442,0.02580883713632407,0.05399908902890999,-0.0033833934093212407,0.05204773745059113,-0.23273254964333548,-0.2285204786369286,-0.0313228748198372,0.006665474058400958,0.04758714813796475,-0.11627933156062138,-0.05027874589567589
"I rarely hold a grudge, even against people who have badly wronged me.",-0.07435667011884986,0.0019181800525981676,-0.0610789741105801,-0.03827418760742956,0.06984207353199116,0.11236371809208065,0.04969483797453902,-0.05987084463808388,-0.03947013133758942,0.02200762392454109,0.09593981427246455,-0.08262556081382512,-0.17909624716075115,-0.056281693555485596,0.138770081268893,0.0735114659240719,0.07146639711489126,-0.05307764607559723,-0.006904133156448105,-0.03805900710052844,0.00921421530364607,-0.02407657665557838,-0.08322628526113778,0.048348442312876154,-0.058871324864891106,-0.004812525027709434,-0.0783684939253176,0.005977431377769233,0.0196957254695451,0.03292537272625024
"I rarely, if ever, have trouble sleeping due to stress or anxiety.",-0.11962267348623937,0.0877793084968644,0.02398226297597054,-0.11214729122433244,0.18506778899161874,0.0017506643783757904,0.13792984938817682,0.1156815128701599,0.06677377102704898,0.19124891077781034,0.13117600972645985,-0.14045533072691857,-0.026550890079266927,0.10873952347398474,-0.05768219815427911,-0.14480922986705635,0.2607599703811775,-0.06645297021039419,-0.24000885082917914,0.03677637832947482,0.02993580007034896,0.012965391223118515,-0.058129605980864835,0.1426070233957939,0.02865276793360475,0.007566514795898816,0.03187680963697002,0.08762068342987153,0.04140961679801851,-0.041644091923047945
I remain unemotional even in situations where most people get very sentimental.,-0.14076968020386668,0.14227254619872792,0.029261803381137187,-0.0497228513825959,0.30443771835681144,-0.1646452724908176,0.123111839522034,0.08788462900954648,0.2029230418857543,-0.02027410689736432,0.11393755940809515,0.09788472995700347,0.05294903935639773,-0.048253439285714704,0.011145816746243632,0.12088856538752459,-0.04030565276546795,-0.19335804687635885,0.01930893713616448,-0.005480688863790944,-0.07375245735318965,0.14816931145698584,-0.042970075323925584,0.1711892908880616,0.10986272597562734,-0.017113866925680215,-0.11017973691405127,0.007399505395511919,0.09232618117554245,0.04473372693684028
I sometimes can't help worrying about little things.,0.18698578273594726,-0.03675654528366944,0.10796649325715907,0.03879908449199151,0.04391546949793539,0.09747917521745737,0.042117494327939736,-0.0979370123929911,-0.09192560807455268,-0.022475883696518012,0.24305265244996285,0.09533703885090859,-0.18269223565357473,0.03302620070130599,-0.03292805253757075,0.08237856963575066,0.09940137149620104,0.07891642515217867,0.1371367577346712,-0.018658654011030718,0.15670300102692916,0.09066204125061893,0.061522716803827565,0.020105210021593423,0.031900363627366236,-0.10489753341639554,-0.12160306953928693,-0.05348285554478185,-0.1420755105178056,0.05018235832906364
I sometimes feel that I am a worthless person.,0.07733191282374069,0.05425518975268153,-0.047721297458248456,0.07680681223899535,-0.10681442544252137,0.2160873421673573,-0.03307641082681173,-0.10433154845463687,-0.030134708591612724,-0.035967557920101347,0.03230424899978048,-0.0972291508362896,0.1879520653911274,-0.1199230217956354,-0.026271666954706747,0.0915066327944186,-0.11911988475469089,-0.08222201122360671,-0.15801033242915835,0.023171303067508153,-0.020808795848493846,-0.03308284306936222,0.16989872768153796,0.03614369237565773,0.16705398423900514,0.11097480872514384,0.04359333689245836,-0.13109006881962149,-0.164961672867752,0.16067792773279246
I tend to be lenient in judging other people.,-0.017570239746507177,-0.06365933843441207,0.022004847798392884,0.145857365679279,0.09367108351867107,0.11090903722304721,0.09517665836215193,0.07494291134714462,0.011241507894964751,-0.15793924435913506,-0.03575707653021705,-0.030485475301105697,0.016292617497591522,-0.021462824889398043,0.0527858908054054,-0.07051703135331636,-0.012251552165524092,-0.08451685620354754,-0.15767807310855442,-0.12219099899292374,-0.0237273489815826,0.0959877218243181,-0.20698054652149545,-0.10570687340833836,-0.02797555660284454,-0.07114400737350177,0.10214573170718784,-0.15081226410290124,-0.03588034244704737,0.1259280078317555
I tend to feel quite self-conscious when speaking in front of a group of people.,0.17130101067115008,-0.08693826416899761,0.12160721430246733,-0.0841294085906377,-0.02549219226708011,0.0795865874272549,-0.07650437187055707,-0.13614477256761673,0.2965956466060049,0.10096700142668802,-0.09746881062648324,0.050588769322164044,-0.18188081857281937,-0.26866110607994564,-0.23848778971500859,0.01547934857916087,0.1770102359979409,0.016162030835827734,-0.03304669713577924,-0.015511998273152037,-0.028494428302226114,0.013630387509925035,0.050374027867926996,0.06652867485453824,0.05818821554628272,-0.0003413404274107123,-0.09211920252672462,-0.11086264090690934,-0.056154192102826836,0.07557546197933794
