,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
As a child were you ever cheeky to your parents?,0.12499050737550152,0.20348047845256326,0.02646722947703468,-0.115511529617345,-0.15981573629019724,0.08018430248112289,0.10093235205757946,0.06130279982330956,-0.048309966429466215,0.05279300725718904,-0.014626213572185853,-0.13040779172665837,0.028566883420130126,-0.07901735698103116,-0.14369960742436,-0.07421692124947346,-0.09764671860617015,-0.07921454671834292,-0.018262553963393838,-0.0885314736638591,0.09894847711673689,-0.11361189356144001,0.057524666394432544,-0.130933341386939,-0.14413416266403414,0.11344005661104406,-0.010163129111682698,-0.0512261449880409,-0.01584254298061453,0.02464249652606068
Can you easily get some life into a rather dull party?,0.10046308231556818,0.10055277692940055,-0.08297415979018949,0.1821629141246538,0.21048436951658844,0.23476661478926913,-0.06762215464657655,0.05296782746300458,-0.06068378747887834,-0.0015159176293669783,0.049021837390916735,0.05109078163107515,0.1321797820274353,0.017578752001881824,-0.050957798525507095,-0.03665754233322627,-0.05076099223553908,0.17005174518574218,-0.14210021849167753,0.030702310531151782,0.15959240324454635,0.15345845949223752,-0.15953437986785315,0.2153459580613483,0.10606907088887944,-0.039322384881615116,0.0021414090144630036,0.05952332918028894,-0.06588227594832806,0.11606850741287322
Can you get a party going?,0.16086293745610833,-0.018047078429717887,-0.06049785808721486,0.042024101862316136,0.06203269377103098,0.04595203130842249,-0.06572125224305446,0.19471001464678467,0.018569471286740667,-0.12753374595963932,-0.2177067766536959,0.06463059168850498,-0.03399356487994463,0.13974004587370362,0.12863786924775436,-0.04094155551372041,0.021082457840584476,0.03482022867590991,-0.0009406128650601879,0.05832073255226597,-0.020085361312140178,-0.15394761442355495,-0.019196653897183898,-0.005423847009305146,0.056812996946737984,0.005958117932814864,-0.021099725583774542,-0.031718419188209855,0.28158899001197235,-0.019914147825859298
Can you on the whole trust people to tell the truth?,0.06625089087856856,0.0031016336146327903,0.05224501221480866,0.169032231635145,0.043724702580242,0.07038101216280272,-0.037314598417867405,0.16001859590339879,0.11945829841514333,0.3530699863341506,0.10382081164060768,-0.045627306385517194,-0.07322511408156096,0.15975328245813603,-0.08704540630178612,-0.20101421601688602,-0.051122593666914094,-0.08652372919218143,0.11986648218371311,-0.05109464103769358,0.16875013523485127,0.10639395715586514,-0.014802225608540982,0.22365833792598555,-0.16116459413530995,0.1459499451810906,0.00941548273911723,0.03927164360487225,-0.019093024703942675,0.08780055320044375
Can you usually let yourself go and enjoy yourself at a lively party?,0.12271025966846309,0.15546717570665133,-0.0307929481839394,0.0426275593662798,-0.16097189102747805,0.25532025773513345,-0.17606452349827442,0.018537383037304546,0.11135918493479567,0.08852991916213751,-0.06429836515352638,-0.0058086395129508354,-0.0585425065238869,-0.0006491559093651474,-0.010553212332927688,-0.07088112232558552,-0.007823088655731326,-0.05537625138054287,0.08035376884227269,0.06194994309715132,0.02105415322248762,0.08204592127072696,-0.13350299396224577,-0.09208870470288706,0.04161410130941198,-0.13492750832403771,-0.14021360875307454,0.11601655447083326,-0.022768394365700953,-0.016320463417371627
Do good manners and cleanliness matter much to you?,0.02457602197983581,0.02324118857787134,0.001161709912290926,-0.0897324702421267,-0.02417166785943682,-0.043209441151755165,0.09526567264724348,-0.03518652681175456,0.053351529344308764,-0.057217135877934776,0.008709487132497785,-0.07709995568481337,-0.14002799519826545,-0.026234174467718904,0.08254037849535628,-0.112249760194805,-0.07852770617913596,-0.03188903656130939,-0.10864913392041138,0.0045205359093714245,-0.03557551616618145,-0.11449123448775185,-0.17101748351531657,-0.0799883160510157,0.03263248598963634,0.005524086504264009,0.056576114578220156,-0.0860208093421762,-0.216096492336201,0.01078943986371705
Do most things taste the same to you?,0.017918677143542613,-0.07415797715699446,0.10082123715285896,-0.07207881118635855,0.006382250620671632,0.03285791626541417,0.17570236083163798,0.14721507279275203,0.0871214715131933,-0.030996372387275543,-0.05647571834767705,0.04736818045290389,0.06507821360942218,0.039131367287890406,0.13384230569151254,0.09410985639947136,0.03837769378676228,-0.007231101638128663,0.009782570386379657,-0.05272560953253221,-0.02305815609776803,0.09100209351786417,0.03414478294210926,-0.04088244630517374,-0.02231081886861396,-0.0472899266134495,0.11608302674635217,0.06048061311432705,0.09164473583071216,-0.020752813272102707
Do other people think of you as being very lively?,0.11028800197542855,-0.007464897723904971,0.1110724060061204,0.28238237731314664,-0.03324645820146145,-0.15516745392958095,0.11901992419168857,0.013872659221439976,0.13653787870960032,-0.0735016481088684,0.02602155039972768,0.05067652230859727,-0.2103769873350499,0.08349680202843081,-0.03327377108319666,-0.1757663751715318,0.10311260956860645,-0.004452436985426865,-0.20144589850588204,0.06182974979664999,-0.09910727845367129,-0.1646001314249018,-0.01589099595351163,0.011761653662274909,-0.05978332842190656,-0.007279316231464862,0.09257434313616719,0.0034480526455600074,-0.09625013367281936,-0.017080003336388375
Do people tell you a lot of lies?,0.05108217321267074,-0.03853540260992511,-0.016060743292467494,-0.021976792085583483,0.016576083327365872,-0.10389946953914253,0.12311506230962961,0.0516833874295982,0.08536775756056623,0.09812981109214011,-0.1428904875513835,-0.06931364253217366,0.1615920008329497,-0.017690433291930943,0.16813690807965392,0.18092817870592753,0.07621363722238708,-0.16834620514039794,-0.06349469272078143,0.01086152229245288,-0.04309448895868807,0.01924934290519551,0.004085169986055807,0.1620043517218091,-0.01513314001508569,-0.17315488080220107,0.13917725385182808,0.004656615057786075,-0.019512211731140868,0.07100021520471148
Do you always practice what you preach?,0.05997371637696839,0.07329356719711193,0.060749828275345044,-0.011052895289219879,0.13457739371800045,0.16199605613529694,0.11479803504179216,0.009479476503550553,-0.16583430091845083,-0.11149069138674371,-0.04203109814800688,-0.11115628480493876,-0.1460597580314376,0.20439064143318925,-0.023873604250176532,-0.13021743415989814,0.029098541222689168,-0.020574024458987022,0.10815440392589575,0.03394109731957018,0.1485940784909732,0.10707679056236788,0.10487604747164772,-0.1538853600483334,0.05134174657163,0.00951833891027767,-0.04186760288163637,0.12952580109300943,0.0172366049680282,0.12086243447069955
Do you always wash before a meal?,0.15409835586490547,-0.0038266590635086493,0.067184362211817,0.17224298618793424,-0.006721435441281134,-0.08485239827285967,-0.011647815687218557,0.01640732679244586,0.03185270570308988,0.16415405544926076,-0.07154804734732333,-0.17848971152829637,-0.08543652704050515,0.05375358546842345,-0.04762157070571893,0.03985204787635765,-0.13529249941841118,0.005584409730799837,-0.01562780958537124,0.08237848870661166,-0.1960239173452448,0.026391267217527572,-0.09069646525576427,-0.11366273923312602,0.13141390170062367,-0.08517044372219776,0.043525775689822466,0.058578049856425146,-0.12080743723414862,-0.06298118062587295
Do you believe one has special duties to one's family?,0.048785359169068024,0.0665879570691664,-0.02014906524257345,-0.03752972045715413,-0.036169118435146495,-0.041560728209197546,0.09591121949142495,0.013788831355269598,0.022661383190678733,-0.16572701260569098,0.047586762796827345,-0.023557709153995254,0.10966306728025728,-0.04772258570028454,-0.02655055923601824,0.013576094569841312,-0.2547082153678802,0.023030567354588617,-0.006776080053301557,0.2299795172298684,-0.010135532981483111,0.06402682658109596,0.002291953818349513,-0.042921615801153286,-0.010054233180003517,-0.0761087978937823,0.011323347578849476,0.0756082698701357,-0.05372083519529471,0.0368994870472824
Do you dislike people who don't know how to behave themselves?,0.16453943778348099,0.012751731341817316,-0.0896103010913585,-0.010474241755398829,-0.028791707674018598,0.018789839128083533,0.1951582011094427,-0.08113976638984649,0.05608170713369878,0.061382963216056685,-0.009516837202548839,0.24021140566726623,-0.08964081932763036,0.1773746022392365,-0.019652897390829246,0.028927086394986812,0.022682368028665842,-0.03455028353173098,0.0798865348361634,0.014682445766618158,0.03835807037677382,-0.1744950760143259,-0.02288103245087683,0.025939638753481622,-0.1339707593910698,-0.013178651217505706,-0.10614176736772718,0.08827391894284951,0.17851490442776402,-0.08465850664770853
Do you enjoy hurting people you love?,0.021683392233617375,-0.05516775606377476,0.07160131945015293,-0.04729323202818161,-0.018588785107327782,-0.056106016219946285,0.04932572239372869,0.03046786975420877,0.02134635838230691,0.04328740056420713,-0.030301079645838457,0.0021199433423441465,0.09903382954902216,0.07848887956040511,-0.054962865891144796,0.034255477033760126,-0.00947263932586464,0.026546423494721996,-0.03387640371859188,-0.05353778268735527,0.047988614761498585,-0.045287987910721285,-0.009471524555194287,0.0010963127121723286,0.02648959719194532,-0.028462520369879802,0.045817514629827076,-0.0067931671379805394,-0.004932832207089801,0.028028190954680218
Do you enjoy meeting new people?,0.07976770313465449,0.05649471550462281,-0.04067063857722561,0.014018611719015,-0.06433640747609118,-0.011175339705586833,0.01217853870615204,0.11944281982675682,0.09858577664705462,-0.11900727855751435,-0.01994659709201488,-0.0700212686113463,0.043965943130987006,-0.06531492759554142,-0.006241528583518283,-0.2018964277776257,0.2021803818998497,0.010833384142496011,-0.10518678537593373,-0.19014782104711794,0.08233814631278168,0.022591714590422904,-0.058854493833932583,-0.11181587619602512,0.001476650794707699,-0.023854873729220998,-0.06985271799583172,0.013965067507140166,0.02723686412050191,0.013432923551295379
Do you enjoy practical jokes that can sometimes really hurt people?,0.038380982914970586,-0.10093345208680624,0.11705397232197348,-0.017262899317213778,0.022684572576131493,-0.047498455014361285,-0.0421500559413291,-0.020303883018996223,0.10746236985468902,-0.0009824752597755936,-0.001997544888265383,-0.026654864858132735,0.1274583230097253,0.03255180844002841,0.0005562206712409755,-0.02818734952657122,-0.0867413214240669,0.0054590726873032375,-0.008390426394061729,-0.06294426022883867,0.02707460194168717,0.005974762108537327,-0.017331063807283192,-0.007993925102156864,0.10131711104245468,-0.03482734354258176,-0.0168171155142442,-0.014850886446000692,-0.06288716112268761,-0.04965299083622268
Do you ever feel 'just miserable' for no reason?,0.15456342088958958,-0.03838812252552701,-0.17183537508835553,-0.03049427879105717,0.134960775887114,-0.0018178911893112768,-0.07838278428381824,-0.18871013517673024,-0.057404371553444786,-0.047467313721087596,0.060178037820367555,0.02310239285081221,-0.07162169996906831,-0.1201365742129295,0.0024632425687049373,-0.008146838880240816,0.0005576201979410036,0.0016508737170875044,-0.029551546341939523,0.014609881249595493,-0.037520123925014706,0.020534638382466063,-0.06207503810113693,0.049159797684790785,-0.1324226723099039,-0.10618107881200582,0.025436912521537246,-0.11285738203400944,0.09664774217599953,-0.20079031087109622
Do you generally 'look before you leap'?,0.012122366836323098,0.022885085593551378,-0.04593466807550926,0.07188462494279756,-0.09225829054819551,-0.0060539693902599894,0.021779452316662635,0.004889788432192431,0.17564903203517052,-0.027167695569393878,0.05576216834109171,0.026316660289758452,0.10200183707962107,0.059618705832959626,-0.053804462880269806,0.02094308582178781,0.02391245091099534,0.011749356072179116,0.01525327852819099,0.12498131105111139,-0.026354344598065394,0.060166684154124836,-0.004653612896036756,-0.1838794495941353,0.057796113357472145,-0.011907114883393483,0.12132105646745782,0.1446477035930072,0.0972355432898318,0.1507285677407582
Do you give money to charities?,0.16518467470937176,-0.06054556193186391,-0.09551693173057962,0.052906457191881834,-0.1898268129776061,0.11096886710456931,-0.09331575386738562,0.0333265592197486,0.06926784022785655,0.022066383254152395,-0.03239219264182276,0.17512561911442437,-0.020028130690166516,0.1729818743548128,0.037660515731228854,-0.017390104337536287,-0.05885028534596804,-0.12307718490339328,0.08558003258963935,-0.08958449428423335,0.07342565632291904,-0.0881024426244176,0.070819203803209,-0.08139594343295867,0.003047065035024081,-0.0724597944549146,-0.08898737728858894,-0.047474647211422194,0.004384830051103534,-0.1315069831004851
Do you have enemies who want to harm you?,0.04482636509953281,-0.12010589147106218,0.17074132300682487,0.0031904694389440174,0.008646871135440845,0.07191407228952688,0.048815764707905024,0.009641479952419232,0.12361900436989519,-0.04926514955289408,0.0025355564743498576,0.03406419005257321,0.08288113857016384,0.005118153876515725,0.044498358023739366,-0.02865083789758216,-0.08219355790730319,-0.022466783125535846,-0.00417877205246147,-0.05078808753140647,0.08416638587308138,0.03263792420535675,-0.016293485439504835,-0.016282772549154886,0.009436578100764648,0.038449958775021796,0.04129066538730106,0.032536821706959866,-0.02897549217254653,-0.05697461518159967
Do you have many different hobbies?,0.08161555323649385,0.128588408866045,-0.03174608604457941,-0.010429328887699695,-0.039771209024538984,-0.2171156420458482,-0.008140725165600615,0.05911628008368634,0.3068292267186342,-0.09998369875038114,-0.2124575977091725,-0.2178497854533487,-0.05113572180115344,0.08216687413821089,-0.013826431435601066,-0.022213719060726455,-0.11394667709609334,0.017807130259772003,0.017135814277913386,0.04948887903252201,0.18797324192854079,0.14417444673955757,0.06830883379936595,0.0244851786853953,-0.012040614610391121,0.22486276641839856,-0.06131090122788709,-0.08516559106521955,0.046706726036433,-0.009774196239240439
Do you have many friends?,0.14668020180665198,0.08689933657562056,0.10185784444251009,0.03981287891597851,-0.03055129098716176,-0.06548876137950649,0.12473139420801181,0.1495300738243268,-0.1090424426332431,0.1714788583084159,-0.03214061546790639,0.16342572684693277,-0.1545716949278512,-0.13944044307202524,0.003581156175801863,0.02987206270510105,-0.06569792574779655,-0.15093201715957652,0.0024271346444000655,0.07691967885813002,0.22658423689766238,0.0040055581241996785,-0.1208653652968733,-0.05877205266626828,0.01184488959431938,-0.02721226087705903,-0.04493136774140365,0.027152317356872978,-0.05657883489879577,-0.04971458172921356
Do you like doing things in which you have to act quickly?,0.06073347401133773,0.1758005084031444,-0.03997163434099269,0.10204817716200061,0.043021105263589356,0.04306730409102019,0.030937076961723448,0.14246782288616655,0.013450064353052214,-0.09411914246139669,0.2865090923042659,-0.09637892481407813,0.03732164618679352,-0.0668557447079015,0.11065113609982587,-0.15902552015120477,-0.02009441387529026,-0.13956477924307809,-0.051612795319514404,-0.04827631977195326,-0.07474655165633005,0.07061288745163563,0.02205210692928698,0.11988603192600658,0.13289128769115943,0.08376566604447877,0.10396828380176161,-0.18418745222755453,0.11931593013545097,-0.05351591438870926
Do you like going out a lot?,0.058331957168724725,0.1394308929740593,0.02473819007455961,0.09186821799915884,0.05880753572357233,-0.0549710774249973,0.053594942978107275,-0.03516521777815338,-0.15266489255847948,0.03749583267038454,-0.2211360242790546,-0.05948808447482041,0.06422274254866357,0.01007109586784653,0.13243745504060908,-0.17809749421172424,0.014873232956071077,-0.22530656692277007,0.09788324363387611,0.1156224425363406,0.0003426083575640988,-0.2037369169745103,-0.03345275308839988,0.1613283635805908,-0.036139729665125755,-0.10021564540828402,-0.12285271432769078,0.07329504035708984,-0.01189531177366731,0.10675145976910853
Do you like mixing with people?,0.03990013948998909,0.0967228237404619,0.03856285838400347,0.047018759060170896,0.015729418842934603,0.04544316505575409,-0.010850765375123883,0.1391762516457355,0.051611337870270724,-0.0245097728692167,0.1166426789825557,-0.07572569571459083,0.2141913127877608,-0.02409329577917446,-0.05163200631089238,0.02684646440299098,0.12743586199880422,-0.09068425921892237,-0.007226947414697166,0.028586210567701414,0.011252733529034947,0.01336849269230028,-0.07984041224836458,-0.19133850038372668,-0.005946399119156482,0.003988602399279947,-0.09086509658040345,-0.14842025132863473,-0.058132055647901616,-0.003917875590073145
Do you like plenty of bustle and excitement around you?,0.11316284754264004,-0.038581985663657954,-0.16302178829460537,0.06572215262778712,-0.10654195313569366,0.012987349538486341,0.29818792677582373,0.13787749727465934,0.02575951623086099,-0.11092688532950072,0.05914180534412673,-0.18880441650336802,-0.0734092707472082,0.11965100275061347,-0.04295722317712434,0.04570267855444252,0.0527537085210023,0.12042264331997103,0.07371657507952493,0.005871984945163734,-0.1431881238265665,-0.039305931558613165,-0.1740044900775717,0.12904984707882264,0.1570368658569422,-0.1462088750124288,0.05696918818273576,0.08586427393828545,0.05077936109100071,-0.08203137022289846
Do you like telling jokes and funny stories to your friends?,0.07941951807008021,0.07387910166068495,-0.06542842720426083,0.009153900175514047,0.15559680792158812,-0.1662347487479589,0.037897168378467426,-0.03354142736411904,0.15045241626471778,-0.03528519825428774,-0.0557305729642974,-0.05568441904976019,0.09188833261109981,-0.09814110263224653,-0.09198701845493105,-0.1882038207908773,0.3283219370863589,0.15169844241072844,-0.015041001513106944,-0.17330340533455216,0.051370276355697624,-0.07127658355750535,-0.07678270228291906,-0.07199426109514787,0.05384251998920641,-0.10957727956094393,-0.2310935329256551,0.1597317178829516,0.12865384928019052,0.009413773167705163
Do you like to arrive at appointments in plenty of time?,0.021905289130484406,0.02695726783578621,-0.02221171039200985,0.03060055220813472,-0.023430785862438363,-0.022344602069792625,0.005108581193873042,0.022684137783335084,0.01737670886423709,-0.07916774372414566,0.0368620420567527,0.014641719677055269,0.12787531400917965,-0.020141477513183636,-0.02344996454788779,-0.027865578347408583,0.02776834720645689,-0.018298729312796688,-0.009989108547757313,0.09469988311179232,0.04683829257539258,0.0455358002208065,-0.014871172132375857,-0.20924810007209327,0.012530592570606578,-0.02984313999638932,0.09277683540441886,0.1147786282058614,0.09997615389993096,0.10429357732448033
Do you nearly always have a 'ready answer' when people talk to you?,0.04993940644438596,0.07249044480365631,0.15452655953367386,0.039380721251950156,0.16852509740093663,0.008594867871627745,-0.032643403101841,0.06590886168565534,0.04023573856754539,0.044375010084283927,0.05653562849403613,0.038424928635268564,-0.04154525972595709,0.003630194023876359,-0.01747468290197927,0.18342308098217702,0.29225446868836785,0.019687368896787155,0.025299509229551816,0.07749257204290302,-0.10079188127608998,-0.06298557705058289,-0.11491942772111804,0.12308112884649142,-0.02824096132629533,-0.01104553567856554,-0.17370430584818178,0.06319059165674179,-0.21631889209980354,0.012963576395533905
